k,head,program,strategy,increase,kl_div,spike
1,"(11, 4)",L11H4,smart,-0.45381498950065213,0.0006144040264189244,False
2,"(6, 10)",L6H10,smart,-0.5079964293852155,0.0025398234836757185,False
3,"(2, 10)",L11H3,smart,-0.5477215265556956,0.002609597984701395,False
4,"(3, 0)",L9H9,smart,-0.05255515292538928,0.00707118883728981,False
5,"(3, 10)",L1H3,smart,0.1870408026373273,0.010587316658347844,False
6,"(7, 5)",L7H5,smart,0.5540094559226791,0.008339036256074905,False
7,"(6, 6)",L10H2,smart,0.5253866721362217,0.009159414563328028,False
8,"(9, 6)",L9H6,smart,0.7985709113730413,0.009340308140963316,False
9,"(9, 9)",L8H1,smart,0.7804829547252006,0.011043940857052802,False
10,"(2, 1)",L9H2,smart,0.978778226081003,0.010062487609684468,False
11,"(5, 9)",L5H9,smart,1.3028279401479914,0.014815571345388889,False
12,"(10, 2)",L10H2,smart,1.4839594642827802,0.017055343464016916,False
13,"(5, 5)",L5H5,smart,1.2681101691659027,0.023796289786696435,False
14,"(6, 8)",L6H8,smart,1.4030520680088676,0.027543149329721926,False
15,"(3, 1)",L3H1,smart,1.8057713531313362,0.028166879899799824,False
16,"(11, 5)",L11H5,smart,1.6003497304349046,0.02943091616034508,False
17,"(6, 4)",L6H4,smart,1.6674081842780013,0.03393431380391121,False
18,"(6, 2)",L11H1,smart,1.5135511377784223,0.03562870211899281,False
19,"(10, 6)",L10H10,smart,1.7460430988546745,0.037647202238440515,False
20,"(10, 10)",L9H6,smart,2.3673569715659615,0.042732910439372065,False
21,"(6, 9)",L6H9,smart,2.4845033123407925,0.047776328027248384,False
22,"(5, 1)",L6H9,smart,3.331784911771561,0.05003371983766556,False
23,"(9, 1)",L9H1,smart,4.068895871858864,0.05024684816598892,False
24,"(7, 10)",L7H10,smart,5.127659349685798,0.050182626396417615,False
25,"(7, 9)",L7H9,smart,5.288024856756275,0.05278062708675861,False
26,"(5, 11)",L5H11,smart,5.977439295682093,0.059174785017967226,False
27,"(5, 6)",L5H6,smart,6.713118755425844,0.07325336933135987,False
28,"(0, 11)",L2H5,smart,5.826059886949199,0.06642253249883652,False
29,"(11, 1)",L11H1,smart,5.411915622050573,0.06494305431842803,False
30,"(1, 1)",L1H1,smart,5.598205272351362,0.06795083880424499,False
31,"(9, 2)",L9H2,smart,5.596271065712103,0.07010493129491806,False
32,"(10, 1)",L10H1,smart,6.356011549896205,0.07010999694466591,False
33,"(7, 6)",L7H1,smart,7.155681632220333,0.07132289111614228,False
34,"(2, 6)",L2H6,smart,6.90690800670658,0.06534958854317666,False
35,"(8, 11)",L8H11,smart,7.007712057636164,0.05995337516069412,False
36,"(2, 5)",L2H5,smart,6.780858512199377,0.05752253457903862,False
37,"(4, 8)",L4H8,smart,7.745778009014387,0.05986928194761276,False
38,"(3, 5)",L3H5,smart,8.37669957208119,0.06405138000845909,False
39,"(10, 0)",L10H0,smart,8.42649637561784,0.06571852639317513,False
40,"(3, 4)",L3H4,smart,8.852695402320604,0.06934499889612197,False
41,"(8, 1)",L8H1,smart,10.207285003030885,0.07348829582333564,False
42,"(0, 7)",L0H7,smart,10.0894760851376,0.07171997725963593,False
43,"(6, 1)",L6H1,smart,11.148079281071883,0.07232145220041275,False
44,"(10, 7)",L10H7,smart,11.371570297118414,0.0760262742638588,False
45,"(9, 11)",L9H11,smart,11.659916967618468,0.07989575564861298,False
46,"(11, 7)",L11H7,smart,11.880294097684317,0.09732955396175384,False
47,"(5, 0)",L5H0,smart,12.895849377980335,0.10032607465982438,False
48,"(1, 8)",L6H2,smart,12.800537783173596,0.09738686233758927,False
49,"(9, 5)",L5H9,smart,13.07566478938148,0.09684416502714158,False
50,"(9, 4)",L9H4,smart,12.91561520917844,0.09571641385555267,False
51,"(6, 5)",L6H5,smart,12.654066040767534,0.09907633662223816,False
52,"(1, 3)",L1H3,smart,12.49408544107908,0.09905948042869568,False
53,"(2, 7)",L11H3,smart,12.673037186747475,0.09678587019443512,False
54,"(2, 11)",L4H8,smart,12.227036852935713,0.09833638668060303,False
55,"(7, 1)",L7H1,smart,13.007085635592807,0.10611104518175125,False
56,"(0, 1)",L0H1,smart,12.96693485428907,0.10601460188627243,False
57,"(7, 3)",L7H3,smart,12.78898747543756,0.11119467914104461,False
58,"(7, 7)",L7H7,smart,13.115479771883491,0.11883679032325745,False
59,"(0, 10)",L0H10,smart,13.379279969315927,0.12546940445899962,False
60,"(7, 2)",L7H2,smart,14.050013245377983,0.133742319047451,False
61,"(10, 8)",L10H8,smart,14.010880434349229,0.13093282133340836,False
62,"(4, 4)",L4H4,smart,14.675399896664612,0.13604185432195665,False
63,"(5, 10)",L5H10,smart,15.704124147907786,0.1448943570256233,False
64,"(8, 3)",L8H3,smart,15.43353233271579,0.14584842920303345,False
65,"(11, 10)",L11H10,smart,16.023052756858643,0.14773621112108232,False
66,"(4, 10)",L4H10,smart,17.40284087350495,0.16447304785251618,False
67,"(1, 7)",L6H2,smart,17.230521672720187,0.16433779001235962,False
68,"(1, 4)",L6H2,smart,18.039691323097045,0.16883204281330108,False
