k,head,program,strategy,increase,kl_div,spike
1,"(7, 2)",L7H2,smart,0.415357669276322,0.0015085506020113826,False
2,"(9, 11)",L9H11,smart,0.5474922437931158,0.0029191542183980347,False
3,"(10, 10)",L9H6,smart,1.051772240982147,0.004547717026434838,False
4,"(9, 5)",L5H9,smart,1.0867371046033572,0.005297861387953162,False
5,"(11, 4)",L11H4,smart,0.6142126063030011,0.00639673164114356,False
6,"(1, 4)",L6H2,smart,1.2712551181479523,0.006882303114980459,False
7,"(6, 1)",L6H1,smart,1.9363003096873599,0.008147531095892191,False
8,"(10, 6)",L10H10,smart,2.1379457105662394,0.01028993185609579,False
9,"(10, 8)",L10H8,smart,2.1003081602435874,0.010859312862157822,False
10,"(7, 1)",L7H1,smart,2.6485771380139207,0.01282664816826582,False
11,"(9, 1)",L9H1,smart,3.5109358187764537,0.015139301680028439,False
12,"(8, 11)",L8H11,smart,3.631420487046303,0.01769756469875574,False
13,"(5, 5)",L5H5,smart,3.6008788599412327,0.017000222764909267,False
14,"(0, 1)",L0H1,smart,3.6111773869831714,0.016989510878920554,False
15,"(10, 2)",L10H2,smart,3.784582732413211,0.018179209157824516,False
16,"(1, 8)",L6H2,smart,3.6123502682489184,0.019692827388644217,False
17,"(6, 10)",L6H10,smart,3.4415175116853156,0.020698860567063094,False
18,"(5, 1)",L6H9,smart,4.194569604454653,0.024345087073743343,False
19,"(5, 9)",L5H9,smart,4.603231343879253,0.02613355927169323,False
20,"(2, 5)",L2H5,smart,4.16538286332122,0.027331050112843515,False
21,"(3, 5)",L3H5,smart,4.711108012378885,0.028282758966088294,False
22,"(5, 0)",L5H0,smart,5.524234254286647,0.03004884868860245,False
23,"(7, 7)",L7H7,smart,5.760047567439878,0.03363781590014696,False
24,"(6, 9)",L6H9,smart,5.895803012187319,0.036827889084815976,False
25,"(2, 6)",L2H6,smart,5.581018870025952,0.037167245894670485,False
26,"(3, 10)",L1H3,smart,5.927342528064193,0.03722335994243622,False
27,"(9, 6)",L9H6,smart,6.103705378087339,0.038512342423200605,False
28,"(11, 10)",L11H10,smart,6.387170140402859,0.03964318372309208,False
29,"(11, 5)",L11H5,smart,6.169737387109771,0.043869344517588615,False
30,"(5, 11)",L5H11,smart,6.957260340819301,0.04459448717534542,False
31,"(6, 6)",L10H2,smart,6.964135031090298,0.04818109609186649,False
32,"(9, 9)",L8H1,smart,6.877327843240951,0.052053215354681014,False
33,"(9, 2)",L9H2,smart,6.8009560034273715,0.05325148552656174,False
34,"(1, 7)",L6H2,smart,6.694211567678964,0.053390247002244,False
35,"(10, 0)",L10H0,smart,6.802157160864242,0.0540004413574934,False
36,"(6, 4)",L6H4,smart,6.943399930362149,0.0561763372272253,False
37,"(6, 5)",L6H5,smart,6.844548986622096,0.05636718049645424,False
38,"(4, 8)",L4H8,smart,7.798439290748554,0.053311514854431155,False
39,"(5, 10)",L5H10,smart,8.4552864086407,0.05828317105770111,False
40,"(3, 0)",L9H9,smart,9.247321426456974,0.06497736796736717,False
41,"(1, 3)",L1H3,smart,9.165032991391342,0.06575957983732224,False
42,"(7, 5)",L7H5,smart,9.723336472352427,0.06228413209319115,False
43,"(2, 7)",L11H3,smart,9.576176697492174,0.0600883886218071,False
44,"(7, 10)",L7H10,smart,10.644981227071991,0.06366727203130722,False
45,"(11, 1)",L11H1,smart,10.25713965633842,0.065323805809021,False
46,"(7, 3)",L7H3,smart,9.95298826249353,0.06845076531171798,False
47,"(2, 10)",L11H3,smart,10.03683595842414,0.06910531371831893,False
48,"(10, 1)",L10H1,smart,10.838554929436913,0.07046593055129051,False
49,"(8, 1)",L8H1,smart,12.221202104575614,0.07457733303308486,False
50,"(8, 3)",L8H3,smart,11.690488706784596,0.07570165768265724,False
51,"(1, 1)",L1H1,smart,11.834784716247217,0.07671289816498757,False
52,"(5, 6)",L5H6,smart,12.77576579704875,0.08522490859031677,False
53,"(7, 6)",L7H1,smart,13.507103822371803,0.0862757608294487,False
54,"(3, 1)",L3H1,smart,13.998710855085477,0.08905114233493805,False
55,"(6, 2)",L11H1,smart,13.808917267180087,0.0979064553976059,False
56,"(6, 8)",L6H8,smart,14.539663952526316,0.10427958220243454,False
57,"(2, 11)",L4H8,smart,13.965613856021477,0.10310274958610535,False
58,"(0, 10)",L0H10,smart,14.179006286586963,0.10750872939825058,False
59,"(4, 4)",L4H4,smart,14.601542652601632,0.11066825091838836,False
60,"(7, 9)",L7H9,smart,15.17207047125994,0.11380859017372132,False
61,"(2, 1)",L9H2,smart,16.223235673615257,0.11900299638509751,False
62,"(4, 10)",L4H10,smart,17.609735545247368,0.13425714522600174,False
63,"(3, 4)",L3H4,smart,18.266198023116136,0.14294157177209854,False
64,"(10, 7)",L10H7,smart,18.73331811644198,0.1503788560628891,False
65,"(0, 7)",L0H7,smart,18.631188990020355,0.1495991349220276,False
66,"(0, 11)",L2H5,smart,17.66322632576353,0.1462356850504875,False
67,"(9, 4)",L9H4,smart,17.535112164108234,0.14342020004987716,False
68,"(11, 7)",L11H7,smart,18.036753134183268,0.170365571975708,False
