k,head,program,strategy,increase,kl_div,spike
1,"(5, 9)",L5H9,smart,0.2971288578128627,0.0024239529855549337,False
2,"(2, 10)",L11H3,smart,0.28345591634473366,0.002422727772500366,False
3,"(5, 11)",L5H11,smart,0.9241088092451996,0.005665714340284467,False
4,"(8, 11)",L8H11,smart,1.0625988704827152,0.005818499973975122,False
5,"(5, 0)",L5H0,smart,1.7246930607524305,0.00610275506041944,False
6,"(5, 5)",L5H5,smart,1.6610972040415437,0.012891719862818719,False
7,"(3, 10)",L1H3,smart,1.9016581442174867,0.01708299685269594,False
8,"(6, 1)",L6H1,smart,2.55879617767911,0.015851607266813516,False
9,"(9, 6)",L9H6,smart,2.82915639464749,0.014988893177360296,False
10,"(6, 4)",L6H4,smart,2.978318171909537,0.019406527280807495,False
11,"(9, 2)",L9H2,smart,2.8531280531480463,0.020155812799930572,False
12,"(6, 6)",L10H2,smart,2.708595655796889,0.02025113794952631,False
13,"(7, 2)",L7H2,smart,3.071865446836557,0.020794938132166863,False
14,"(6, 10)",L6H10,smart,3.0285309105785125,0.027081337198615073,False
15,"(3, 0)",L9H9,smart,3.657645381370723,0.03871793746948242,False
16,"(4, 8)",L4H8,smart,4.66603342576841,0.03909032065421343,False
17,"(10, 8)",L10H8,smart,4.615814449458526,0.0404590567573905,False
18,"(1, 8)",L6H2,smart,4.46743952465374,0.03618415705859661,False
19,"(9, 5)",L5H9,smart,4.521935110633618,0.030220440216362478,False
20,"(10, 0)",L10H0,smart,4.488387653041448,0.032990239560604095,False
21,"(2, 6)",L2H6,smart,4.350260933500204,0.02717246152460575,False
22,"(3, 5)",L3H5,smart,4.947342655833403,0.029510556533932687,False
23,"(0, 10)",L0H10,smart,5.120775273130234,0.02494949921965599,False
24,"(10, 1)",L10H1,smart,5.820802035922411,0.025388334691524506,False
25,"(1, 4)",L6H2,smart,6.559666452626279,0.025060503184795378,False
26,"(9, 1)",L9H1,smart,7.37292512163624,0.0265218835324049,False
27,"(9, 9)",L8H1,smart,7.290485027260779,0.028791645541787148,False
28,"(10, 2)",L10H2,smart,7.487972495759463,0.03206850402057171,False
29,"(9, 11)",L9H11,smart,7.651896054983484,0.03321893699467182,False
30,"(1, 7)",L6H2,smart,7.586436271131113,0.03218703716993332,False
31,"(6, 8)",L6H8,smart,8.042257746957624,0.03535701334476471,False
32,"(7, 5)",L7H5,smart,8.628087868889182,0.033360527083277705,False
33,"(7, 7)",L7H7,smart,8.964798899487295,0.03784727044403553,False
34,"(6, 9)",L6H9,smart,9.17416683859079,0.041852159425616264,False
35,"(11, 7)",L11H7,smart,8.632656540476551,0.04475228302180767,False
36,"(5, 1)",L6H9,smart,9.346734471481167,0.049477935582399366,False
37,"(10, 6)",L10H10,smart,9.59123228647617,0.053086623176932336,False
38,"(3, 4)",L3H4,smart,9.964003648151067,0.05434539690613747,False
39,"(1, 1)",L1H1,smart,10.138534238026072,0.054774399101734164,False
40,"(5, 10)",L5H10,smart,10.87727291032358,0.06334742680191993,False
41,"(2, 5)",L2H5,smart,10.603551581348032,0.06362603232264519,False
42,"(2, 1)",L9H2,smart,10.940371355252616,0.06409073397517204,False
43,"(5, 6)",L5H6,smart,11.907085232920718,0.07319941967725754,False
44,"(0, 1)",L0H1,smart,11.918123243135877,0.07319199442863464,False
45,"(10, 10)",L9H6,smart,12.579730176057945,0.07839948236942292,False
46,"(6, 2)",L11H1,smart,12.365458911349563,0.08640779703855514,False
47,"(3, 1)",L3H1,smart,12.989165589642024,0.09138284176588059,False
48,"(0, 11)",L2H5,smart,12.039580852783168,0.08891398757696152,False
49,"(10, 7)",L10H7,smart,12.510888197842151,0.09540706723928452,False
50,"(0, 7)",L0H7,smart,12.490436871968495,0.09627981930971145,False
51,"(6, 5)",L6H5,smart,12.096914254768134,0.09766577631235122,False
52,"(11, 4)",L11H4,smart,11.734015858396317,0.09772939085960389,False
53,"(7, 3)",L7H3,smart,11.315065782776951,0.10329611748456954,False
54,"(4, 4)",L4H4,smart,12.022261048889732,0.10731161236763001,False
55,"(11, 5)",L11H5,smart,12.150235249600028,0.11539973318576813,False
56,"(2, 7)",L11H3,smart,12.252225823008349,0.11401107758283616,False
57,"(7, 1)",L7H1,smart,12.93478726626274,0.12160945981740952,False
58,"(7, 6)",L7H1,smart,13.768763857906285,0.12823722660541534,False
59,"(11, 10)",L11H10,smart,14.262451766555591,0.12975682616233825,False
60,"(4, 10)",L4H10,smart,15.490509937639308,0.15140652060508727,False
61,"(8, 1)",L8H1,smart,17.0585892612934,0.15773337483406066,False
62,"(2, 11)",L4H8,smart,16.58921340154054,0.15942814499139785,False
63,"(11, 1)",L11H1,smart,16.465288245539462,0.1709906667470932,False
64,"(1, 3)",L1H3,smart,16.54790364320799,0.17200569808483124,False
65,"(7, 10)",L7H10,smart,17.736774321508314,0.17215469479560852,False
66,"(7, 9)",L7H9,smart,18.519163825560902,0.17470316588878632,False
67,"(9, 4)",L9H4,smart,18.321063924923386,0.1715739518404007,False
68,"(8, 3)",L8H3,smart,18.058400365307747,0.16908252537250518,False
