model_key,layer,head,k,iou_score,program_idxs_used
llama3b,21,20,8,0.934186,55|23|30|27|64|24|28|58
llama3b,21,20,9,0.934186,55|23|30|27|64|24|28|58|32
llama3b,21,20,10,0.934186,55|23|30|27|64|24|28|58|32|36
llama3b,21,21,1,0.704956,33
llama3b,21,21,2,0.706079,33|68
llama3b,21,21,3,0.708254,33|68|55
llama3b,21,21,4,0.707265,33|68|55|23
llama3b,21,21,5,0.711001,33|68|55|23|64
llama3b,21,21,6,0.711001,33|68|55|23|64|27
llama3b,21,21,7,0.711001,33|68|55|23|64|27|30
llama3b,21,21,8,0.711001,33|68|55|23|64|27|30|36
llama3b,21,21,9,0.711001,33|68|55|23|64|27|30|36|28
llama3b,21,21,10,0.711001,33|68|55|23|64|27|30|36|28|24
llama3b,21,22,1,0.707599,68
llama3b,21,22,2,0.705717,68|55
llama3b,21,22,3,0.71112,68|55|23
llama3b,21,22,4,0.71361,68|55|23|27
llama3b,21,22,5,0.71361,68|55|23|27|30
llama3b,21,22,6,0.71361,68|55|23|27|30|64
llama3b,21,22,7,0.71361,68|55|23|27|30|64|28
llama3b,21,22,8,0.71361,68|55|23|27|30|64|28|36
llama3b,21,22,9,0.71361,68|55|23|27|30|64|28|36|32
llama3b,21,22,10,0.71361,68|55|23|27|30|64|28|36|32|24
llama3b,21,23,1,0.643457,68
llama3b,21,23,2,0.642274,68|55
llama3b,21,23,3,0.658005,68|55|23
llama3b,21,23,4,0.6611,68|55|23|27
llama3b,21,23,5,0.6611,68|55|23|27|30
llama3b,21,23,6,0.6611,68|55|23|27|30|64
llama3b,21,23,7,0.6611,68|55|23|27|30|64|28
llama3b,21,23,8,0.6611,68|55|23|27|30|64|28|36
llama3b,21,23,9,0.6611,68|55|23|27|30|64|28|36|32
llama3b,21,23,10,0.6611,68|55|23|27|30|64|28|36|32|24
llama3b,22,0,1,0.925981,55
llama3b,22,0,2,0.927102,55|23
llama3b,22,0,3,0.928317,55|23|30
llama3b,22,0,4,0.928317,55|23|30|27
llama3b,22,0,5,0.928317,55|23|30|27|64
llama3b,22,0,6,0.928317,55|23|30|27|64|24
llama3b,22,0,7,0.928317,55|23|30|27|64|24|28
llama3b,22,0,8,0.928317,55|23|30|27|64|24|28|58
llama3b,22,0,9,0.928317,55|23|30|27|64|24|28|58|32
llama3b,22,0,10,0.928317,55|23|30|27|64|24|28|58|32|36
llama3b,22,1,1,0.712923,55
llama3b,22,1,2,0.730252,55|23
llama3b,22,1,3,0.734512,55|23|30
llama3b,22,1,4,0.734512,55|23|30|27
llama3b,22,1,5,0.734512,55|23|30|27|64
llama3b,22,1,6,0.734512,55|23|30|27|64|24
llama3b,22,1,7,0.734512,55|23|30|27|64|24|28
llama3b,22,1,8,0.734512,55|23|30|27|64|24|28|58
llama3b,22,1,9,0.734512,55|23|30|27|64|24|28|58|32
llama3b,22,1,10,0.734512,55|23|30|27|64|24|28|58|32|36
llama3b,22,2,1,0.938477,55
llama3b,22,2,2,0.938352,55|23
llama3b,22,2,3,0.939543,55|23|30
llama3b,22,2,4,0.939543,55|23|30|27
llama3b,22,2,5,0.939543,55|23|30|27|64
llama3b,22,2,6,0.939543,55|23|30|27|64|24
llama3b,22,2,7,0.939543,55|23|30|27|64|24|28
llama3b,22,2,8,0.939543,55|23|30|27|64|24|28|58
llama3b,22,2,9,0.939543,55|23|30|27|64|24|28|58|32
llama3b,22,2,10,0.939543,55|23|30|27|64|24|28|58|32|36
llama3b,22,3,1,0.983634,23
llama3b,22,3,2,0.98394,23|27
llama3b,22,3,3,0.98394,23|27|30
llama3b,22,3,4,0.98394,23|27|30|64
llama3b,22,3,5,0.984337,23|27|30|64|55
llama3b,22,3,6,0.984337,23|27|30|64|55|24
llama3b,22,3,7,0.984337,23|27|30|64|55|24|28
llama3b,22,3,8,0.984337,23|27|30|64|55|24|28|58
llama3b,22,3,9,0.984337,23|27|30|64|55|24|28|58|32
llama3b,22,3,10,0.984337,23|27|30|64|55|24|28|58|32|36
llama3b,22,4,1,0.975084,23
llama3b,22,4,2,0.97554,23|27
llama3b,22,4,3,0.97554,23|27|30
llama3b,22,4,4,0.97554,23|27|30|64
llama3b,22,4,5,0.975959,23|27|30|64|55
llama3b,22,4,6,0.975959,23|27|30|64|55|24
llama3b,22,4,7,0.975959,23|27|30|64|55|24|28
llama3b,22,4,8,0.975959,23|27|30|64|55|24|28|58
llama3b,22,4,9,0.975959,23|27|30|64|55|24|28|58|32
llama3b,22,4,10,0.975959,23|27|30|64|55|24|28|58|32|36
llama3b,22,5,1,0.979815,23
llama3b,22,5,2,0.980206,23|27
llama3b,22,5,3,0.980206,23|27|30
llama3b,22,5,4,0.980206,23|27|30|64
llama3b,22,5,5,0.980579,23|27|30|64|55
llama3b,22,5,6,0.980579,23|27|30|64|55|24
llama3b,22,5,7,0.980579,23|27|30|64|55|24|28
llama3b,22,5,8,0.980579,23|27|30|64|55|24|28|58
llama3b,22,5,9,0.980579,23|27|30|64|55|24|28|58|32
llama3b,22,5,10,0.980579,23|27|30|64|55|24|28|58|32|36
llama3b,22,6,1,0.866067,55
llama3b,22,6,2,0.869625,55|23
llama3b,22,6,3,0.872221,55|23|30
llama3b,22,6,4,0.872221,55|23|30|27
llama3b,22,6,5,0.872221,55|23|30|27|64
llama3b,22,6,6,0.872221,55|23|30|27|64|24
llama3b,22,6,7,0.872221,55|23|30|27|64|24|28
llama3b,22,6,8,0.872221,55|23|30|27|64|24|28|58
llama3b,22,6,9,0.872221,55|23|30|27|64|24|28|58|32
llama3b,22,6,10,0.872221,55|23|30|27|64|24|28|58|32|36
llama3b,22,7,1,0.937159,55
llama3b,22,7,2,0.938101,55|23
llama3b,22,7,3,0.93918,55|23|30
llama3b,22,7,4,0.93918,55|23|30|27
llama3b,22,7,5,0.93918,55|23|30|27|64
llama3b,22,7,6,0.93918,55|23|30|27|64|24
llama3b,22,7,7,0.93918,55|23|30|27|64|24|28
llama3b,22,7,8,0.93918,55|23|30|27|64|24|28|58
llama3b,22,7,9,0.93918,55|23|30|27|64|24|28|58|32
llama3b,22,7,10,0.93918,55|23|30|27|64|24|28|58|32|36
llama3b,22,8,1,0.928972,23
llama3b,22,8,2,0.928443,23|55
llama3b,22,8,3,0.929171,23|55|30
llama3b,22,8,4,0.929171,23|55|30|27
llama3b,22,8,5,0.929171,23|55|30|27|64
llama3b,22,8,6,0.929171,23|55|30|27|64|24
llama3b,22,8,7,0.929171,23|55|30|27|64|24|28
llama3b,22,8,8,0.929171,23|55|30|27|64|24|28|58
llama3b,22,8,9,0.929171,23|55|30|27|64|24|28|58|32
llama3b,22,8,10,0.929171,23|55|30|27|64|24|28|58|32|36
llama3b,22,9,1,0.981676,23
llama3b,22,9,2,0.98203,23|27
llama3b,22,9,3,0.98203,23|27|30
llama3b,22,9,4,0.98203,23|27|30|64
llama3b,22,9,5,0.982303,23|27|30|64|55
llama3b,22,9,6,0.982303,23|27|30|64|55|24
llama3b,22,9,7,0.982303,23|27|30|64|55|24|28
llama3b,22,9,8,0.982303,23|27|30|64|55|24|28|58
llama3b,22,9,9,0.982303,23|27|30|64|55|24|28|58|32
llama3b,22,9,10,0.982303,23|27|30|64|55|24|28|58|32|36
llama3b,22,10,1,0.985379,23
llama3b,22,10,2,0.985715,23|27
llama3b,22,10,3,0.985715,23|27|30
llama3b,22,10,4,0.985715,23|27|30|64
llama3b,22,10,5,0.986045,23|27|30|64|55
llama3b,22,10,6,0.986045,23|27|30|64|55|24
llama3b,22,10,7,0.986045,23|27|30|64|55|24|28
llama3b,22,10,8,0.986045,23|27|30|64|55|24|28|58
llama3b,22,10,9,0.986045,23|27|30|64|55|24|28|58|32
llama3b,22,10,10,0.986045,23|27|30|64|55|24|28|58|32|36
llama3b,22,11,1,0.983211,23
llama3b,22,11,2,0.983549,23|27
llama3b,22,11,3,0.983549,23|27|30
llama3b,22,11,4,0.983549,23|27|30|64
llama3b,22,11,5,0.98384,23|27|30|64|55
llama3b,22,11,6,0.98384,23|27|30|64|55|24
llama3b,22,11,7,0.98384,23|27|30|64|55|24|28
llama3b,22,11,8,0.98384,23|27|30|64|55|24|28|58
llama3b,22,11,9,0.98384,23|27|30|64|55|24|28|58|32
llama3b,22,11,10,0.98384,23|27|30|64|55|24|28|58|32|36
llama3b,22,12,1,0.836793,55
llama3b,22,12,2,0.840159,55|23
llama3b,22,12,3,0.843638,55|23|30
llama3b,22,12,4,0.843638,55|23|30|27
llama3b,22,12,5,0.843638,55|23|30|27|64
llama3b,22,12,6,0.843638,55|23|30|27|64|24
llama3b,22,12,7,0.843638,55|23|30|27|64|24|28
llama3b,22,12,8,0.843638,55|23|30|27|64|24|28|58
llama3b,22,12,9,0.843638,55|23|30|27|64|24|28|58|32
llama3b,22,12,10,0.843638,55|23|30|27|64|24|28|58|32|36
llama3b,22,13,1,0.698116,68
llama3b,22,13,2,0.710174,68|33
llama3b,22,13,3,0.722347,68|33|55
llama3b,22,13,4,0.726172,68|33|55|23
llama3b,22,13,5,0.731197,68|33|55|23|64
llama3b,22,13,6,0.731197,68|33|55|23|64|27
llama3b,22,13,7,0.731197,68|33|55|23|64|27|30
llama3b,22,13,8,0.731197,68|33|55|23|64|27|30|36
llama3b,22,13,9,0.731197,68|33|55|23|64|27|30|36|28
llama3b,22,13,10,0.731197,68|33|55|23|64|27|30|36|28|24
llama3b,22,14,1,0.581956,33
llama3b,22,14,2,0.589947,33|68
llama3b,22,14,3,0.596749,33|68|55
llama3b,22,14,4,0.60118,33|68|55|23
llama3b,22,14,5,0.608203,33|68|55|23|64
llama3b,22,14,6,0.608203,33|68|55|23|64|27
llama3b,22,14,7,0.608203,33|68|55|23|64|27|30
llama3b,22,14,8,0.609634,33|68|55|23|64|27|30|59
llama3b,22,14,9,0.609634,33|68|55|23|64|27|30|59|28
llama3b,22,14,10,0.609634,33|68|55|23|64|27|30|59|28|24
llama3b,22,15,1,0.857238,68
llama3b,22,15,2,0.871613,68|33
llama3b,22,15,3,0.87425,68|33|55
llama3b,22,15,4,0.878809,68|33|55|23
llama3b,22,15,5,0.879497,68|33|55|23|64
llama3b,22,15,6,0.879497,68|33|55|23|64|27
llama3b,22,15,7,0.879497,68|33|55|23|64|27|30
llama3b,22,15,8,0.879497,68|33|55|23|64|27|30|36
llama3b,22,15,9,0.879497,68|33|55|23|64|27|30|36|28
llama3b,22,15,10,0.879497,68|33|55|23|64|27|30|36|28|24
llama3b,22,16,1,0.744984,68
llama3b,22,16,2,0.74983,68|55
llama3b,22,16,3,0.750403,68|55|23
llama3b,22,16,4,0.753842,68|55|23|27
llama3b,22,16,5,0.753842,68|55|23|27|30
llama3b,22,16,6,0.753842,68|55|23|27|30|64
llama3b,22,16,7,0.753842,68|55|23|27|30|64|28
llama3b,22,16,8,0.753842,68|55|23|27|30|64|28|36
llama3b,22,16,9,0.753842,68|55|23|27|30|64|28|36|32
llama3b,22,16,10,0.753842,68|55|23|27|30|64|28|36|32|24
llama3b,22,17,1,0.829289,68
llama3b,22,17,2,0.831485,68|33
llama3b,22,17,3,0.834339,68|33|55
llama3b,22,17,4,0.835239,68|33|55|23
llama3b,22,17,5,0.836435,68|33|55|23|64
llama3b,22,17,6,0.836435,68|33|55|23|64|27
llama3b,22,17,7,0.836435,68|33|55|23|64|27|30
llama3b,22,17,8,0.836435,68|33|55|23|64|27|30|36
llama3b,22,17,9,0.836435,68|33|55|23|64|27|30|36|28
llama3b,22,17,10,0.836435,68|33|55|23|64|27|30|36|28|24
llama3b,22,18,1,0.904941,55
llama3b,22,18,2,0.916573,55|23
llama3b,22,18,3,0.917912,55|23|30
llama3b,22,18,4,0.917912,55|23|30|27
llama3b,22,18,5,0.917912,55|23|30|27|64
llama3b,22,18,6,0.917912,55|23|30|27|64|24
llama3b,22,18,7,0.917912,55|23|30|27|64|24|28
llama3b,22,18,8,0.917912,55|23|30|27|64|24|28|58
llama3b,22,18,9,0.917912,55|23|30|27|64|24|28|58|32
llama3b,22,18,10,0.917912,55|23|30|27|64|24|28|58|32|36
llama3b,22,19,1,0.89413,55
llama3b,22,19,2,0.904459,55|23
llama3b,22,19,3,0.906693,55|23|30
llama3b,22,19,4,0.906693,55|23|30|27
llama3b,22,19,5,0.906693,55|23|30|27|64
llama3b,22,19,6,0.906693,55|23|30|27|64|24
llama3b,22,19,7,0.906693,55|23|30|27|64|24|28
llama3b,22,19,8,0.906693,55|23|30|27|64|24|28|58
llama3b,22,19,9,0.906693,55|23|30|27|64|24|28|58|32
llama3b,22,19,10,0.906693,55|23|30|27|64|24|28|58|32|36
llama3b,22,20,1,0.882231,55
llama3b,22,20,2,0.893786,55|23
llama3b,22,20,3,0.895992,55|23|30
llama3b,22,20,4,0.895992,55|23|30|27
llama3b,22,20,5,0.895992,55|23|30|27|64
llama3b,22,20,6,0.895992,55|23|30|27|64|24
llama3b,22,20,7,0.895992,55|23|30|27|64|24|28
llama3b,22,20,8,0.895992,55|23|30|27|64|24|28|58
llama3b,22,20,9,0.895992,55|23|30|27|64|24|28|58|32
llama3b,22,20,10,0.895992,55|23|30|27|64|24|28|58|32|36
llama3b,22,21,1,0.903748,55
llama3b,22,21,2,0.904262,55|23
llama3b,22,21,3,0.906141,55|23|30
llama3b,22,21,4,0.906141,55|23|30|27
llama3b,22,21,5,0.906141,55|23|30|27|64
llama3b,22,21,6,0.906141,55|23|30|27|64|24
llama3b,22,21,7,0.906141,55|23|30|27|64|24|28
llama3b,22,21,8,0.906141,55|23|30|27|64|24|28|58
llama3b,22,21,9,0.906141,55|23|30|27|64|24|28|58|32
llama3b,22,21,10,0.906141,55|23|30|27|64|24|28|58|32|36
llama3b,22,22,1,0.927933,23
llama3b,22,22,2,0.929297,23|55
llama3b,22,22,3,0.930096,23|55|30
llama3b,22,22,4,0.930096,23|55|30|27
llama3b,22,22,5,0.930096,23|55|30|27|64
llama3b,22,22,6,0.930096,23|55|30|27|64|24
llama3b,22,22,7,0.930096,23|55|30|27|64|24|28
llama3b,22,22,8,0.930096,23|55|30|27|64|24|28|58
llama3b,22,22,9,0.930096,23|55|30|27|64|24|28|58|32
llama3b,22,22,10,0.930096,23|55|30|27|64|24|28|58|32|36
llama3b,22,23,1,0.815637,55
llama3b,22,23,2,0.817215,55|23
llama3b,22,23,3,0.819786,55|23|30
llama3b,22,23,4,0.819786,55|23|30|27
llama3b,22,23,5,0.819786,55|23|30|27|64
llama3b,22,23,6,0.819786,55|23|30|27|64|24
llama3b,22,23,7,0.819786,55|23|30|27|64|24|28
llama3b,22,23,8,0.819786,55|23|30|27|64|24|28|58
llama3b,22,23,9,0.819786,55|23|30|27|64|24|28|58|32
llama3b,22,23,10,0.819786,55|23|30|27|64|24|28|58|32|36
llama3b,23,0,1,0.644835,33
llama3b,23,0,2,0.766239,33|68
llama3b,23,0,3,0.794762,33|68|55
llama3b,23,0,4,0.796743,33|68|55|23
llama3b,23,0,5,0.798417,33|68|55|23|64
llama3b,23,0,6,0.798417,33|68|55|23|64|27
llama3b,23,0,7,0.798417,33|68|55|23|64|27|30
llama3b,23,0,8,0.798417,33|68|55|23|64|27|30|36
llama3b,23,0,9,0.798417,33|68|55|23|64|27|30|36|28
llama3b,23,0,10,0.798417,33|68|55|23|64|27|30|36|28|24
llama3b,23,1,1,0.764679,68
llama3b,23,1,2,0.794556,68|55
llama3b,23,1,3,0.802396,68|55|23
llama3b,23,1,4,0.805028,68|55|23|27
llama3b,23,1,5,0.805028,68|55|23|27|30
llama3b,23,1,6,0.805028,68|55|23|27|30|64
llama3b,23,1,7,0.805028,68|55|23|27|30|64|28
llama3b,23,1,8,0.805028,68|55|23|27|30|64|28|36
llama3b,23,1,9,0.805028,68|55|23|27|30|64|28|36|32
llama3b,23,1,10,0.805028,68|55|23|27|30|64|28|36|32|24
llama3b,23,2,1,0.708555,33
llama3b,23,2,2,0.73435,33|68
llama3b,23,2,3,0.738274,33|68|55
llama3b,23,2,4,0.740112,33|68|55|23
llama3b,23,2,5,0.742695,33|68|55|23|64
llama3b,23,2,6,0.742695,33|68|55|23|64|27
llama3b,23,2,7,0.742695,33|68|55|23|64|27|30
llama3b,23,2,8,0.742695,33|68|55|23|64|27|30|36
llama3b,23,2,9,0.742695,33|68|55|23|64|27|30|36|28
llama3b,23,2,10,0.742695,33|68|55|23|64|27|30|36|28|24
llama3b,23,3,1,0.872696,55
llama3b,23,3,2,0.874142,55|23
llama3b,23,3,3,0.876344,55|23|30
llama3b,23,3,4,0.876344,55|23|30|27
llama3b,23,3,5,0.876344,55|23|30|27|64
llama3b,23,3,6,0.876344,55|23|30|27|64|24
llama3b,23,3,7,0.876344,55|23|30|27|64|24|28
llama3b,23,3,8,0.876344,55|23|30|27|64|24|28|58
llama3b,23,3,9,0.876344,55|23|30|27|64|24|28|58|32
llama3b,23,3,10,0.876344,55|23|30|27|64|24|28|58|32|36
llama3b,23,4,1,0.889123,55
llama3b,23,4,2,0.897771,55|23
llama3b,23,4,3,0.899424,55|23|30
llama3b,23,4,4,0.899424,55|23|30|27
llama3b,23,4,5,0.899424,55|23|30|27|64
llama3b,23,4,6,0.899424,55|23|30|27|64|24
llama3b,23,4,7,0.899424,55|23|30|27|64|24|28
llama3b,23,4,8,0.899424,55|23|30|27|64|24|28|58
llama3b,23,4,9,0.899424,55|23|30|27|64|24|28|58|32
llama3b,23,4,10,0.899424,55|23|30|27|64|24|28|58|32|36
llama3b,23,5,1,0.945139,55
llama3b,23,5,2,0.945958,55|23
llama3b,23,5,3,0.946955,55|23|30
llama3b,23,5,4,0.946955,55|23|30|27
llama3b,23,5,5,0.946955,55|23|30|27|64
llama3b,23,5,6,0.946955,55|23|30|27|64|24
llama3b,23,5,7,0.946955,55|23|30|27|64|24|28
llama3b,23,5,8,0.946955,55|23|30|27|64|24|28|58
llama3b,23,5,9,0.946955,55|23|30|27|64|24|28|58|32
llama3b,23,5,10,0.946955,55|23|30|27|64|24|28|58|32|36
llama3b,23,6,1,0.810171,55
llama3b,23,6,2,0.812484,55|23
llama3b,23,6,3,0.816532,55|23|30
llama3b,23,6,4,0.816532,55|23|30|27
llama3b,23,6,5,0.816532,55|23|30|27|64
llama3b,23,6,6,0.816532,55|23|30|27|64|24
llama3b,23,6,7,0.816532,55|23|30|27|64|24|28
llama3b,23,6,8,0.816532,55|23|30|27|64|24|28|58
llama3b,23,6,9,0.816532,55|23|30|27|64|24|28|58|32
llama3b,23,6,10,0.816532,55|23|30|27|64|24|28|58|32|36
llama3b,23,7,1,0.897355,55
llama3b,23,7,2,0.897726,55|23
llama3b,23,7,3,0.900478,55|23|30
llama3b,23,7,4,0.900478,55|23|30|27
llama3b,23,7,5,0.900478,55|23|30|27|64
llama3b,23,7,6,0.900478,55|23|30|27|64|24
llama3b,23,7,7,0.900478,55|23|30|27|64|24|28
llama3b,23,7,8,0.900478,55|23|30|27|64|24|28|58
llama3b,23,7,9,0.900478,55|23|30|27|64|24|28|58|32
llama3b,23,7,10,0.900478,55|23|30|27|64|24|28|58|32|36
llama3b,23,8,1,0.570772,33
llama3b,23,8,2,0.57664,33|68
llama3b,23,8,3,0.580657,33|68|55
llama3b,23,8,4,0.598375,33|68|55|23
llama3b,23,8,5,0.608887,33|68|55|23|64
llama3b,23,8,6,0.608887,33|68|55|23|64|27
llama3b,23,8,7,0.608887,33|68|55|23|64|27|30
llama3b,23,8,8,0.608887,33|68|55|23|64|27|30|36
llama3b,23,8,9,0.608887,33|68|55|23|64|27|30|36|28
llama3b,23,8,10,0.608887,33|68|55|23|64|27|30|36|28|24
llama3b,23,9,1,0.974418,55
llama3b,23,9,2,0.974389,55|23
llama3b,23,9,3,0.974856,55|23|30
llama3b,23,9,4,0.974856,55|23|30|27
llama3b,23,9,5,0.974856,55|23|30|27|64
llama3b,23,9,6,0.974856,55|23|30|27|64|24
llama3b,23,9,7,0.974856,55|23|30|27|64|24|28
llama3b,23,9,8,0.974856,55|23|30|27|64|24|28|58
llama3b,23,9,9,0.974856,55|23|30|27|64|24|28|58|32
llama3b,23,9,10,0.974856,55|23|30|27|64|24|28|58|32|36
llama3b,23,10,1,0.926713,55
llama3b,23,10,2,0.928763,55|23
llama3b,23,10,3,0.930254,55|23|30
llama3b,23,10,4,0.930254,55|23|30|27
llama3b,23,10,5,0.930254,55|23|30|27|64
llama3b,23,10,6,0.930254,55|23|30|27|64|24
llama3b,23,10,7,0.930254,55|23|30|27|64|24|28
llama3b,23,10,8,0.930254,55|23|30|27|64|24|28|58
llama3b,23,10,9,0.930254,55|23|30|27|64|24|28|58|32
llama3b,23,10,10,0.930254,55|23|30|27|64|24|28|58|32|36
llama3b,23,11,1,0.980612,55
llama3b,23,11,2,0.980992,55|23
llama3b,23,11,3,0.981279,55|23|30
llama3b,23,11,4,0.981279,55|23|30|27
llama3b,23,11,5,0.981279,55|23|30|27|64
llama3b,23,11,6,0.981279,55|23|30|27|64|24
llama3b,23,11,7,0.981279,55|23|30|27|64|24|28
llama3b,23,11,8,0.981279,55|23|30|27|64|24|28|58
llama3b,23,11,9,0.981279,55|23|30|27|64|24|28|58|32
llama3b,23,11,10,0.981279,55|23|30|27|64|24|28|58|32|36
llama3b,23,12,1,0.951139,55
llama3b,23,12,2,0.955746,55|23
llama3b,23,12,3,0.956666,55|23|30
llama3b,23,12,4,0.956666,55|23|30|27
llama3b,23,12,5,0.956666,55|23|30|27|64
llama3b,23,12,6,0.956666,55|23|30|27|64|24
llama3b,23,12,7,0.956666,55|23|30|27|64|24|28
llama3b,23,12,8,0.956666,55|23|30|27|64|24|28|58
llama3b,23,12,9,0.956666,55|23|30|27|64|24|28|58|32
llama3b,23,12,10,0.956666,55|23|30|27|64|24|28|58|32|36
llama3b,23,13,1,0.847624,55
llama3b,23,13,2,0.848107,55|23
llama3b,23,13,3,0.851079,55|23|30
llama3b,23,13,4,0.851079,55|23|30|27
llama3b,23,13,5,0.851079,55|23|30|27|64
llama3b,23,13,6,0.851079,55|23|30|27|64|24
llama3b,23,13,7,0.851079,55|23|30|27|64|24|28
llama3b,23,13,8,0.851079,55|23|30|27|64|24|28|58
llama3b,23,13,9,0.851079,55|23|30|27|64|24|28|58|32
llama3b,23,13,10,0.851079,55|23|30|27|64|24|28|58|32|36
llama3b,23,14,1,0.578693,33
llama3b,23,14,2,0.58017,33|68
llama3b,23,14,3,0.582708,33|68|55
llama3b,23,14,4,0.595318,33|68|55|23
llama3b,23,14,5,0.602834,33|68|55|23|64
llama3b,23,14,6,0.602834,33|68|55|23|64|27
llama3b,23,14,7,0.602834,33|68|55|23|64|27|30
llama3b,23,14,8,0.602834,33|68|55|23|64|27|30|36
llama3b,23,14,9,0.602834,33|68|55|23|64|27|30|36|28
llama3b,23,14,10,0.602834,33|68|55|23|64|27|30|36|28|24
llama3b,23,15,1,0.691775,33
llama3b,23,15,2,0.697191,33|68
llama3b,23,15,3,0.703495,33|68|55
llama3b,23,15,4,0.71012,33|68|55|23
llama3b,23,15,5,0.714689,33|68|55|23|64
llama3b,23,15,6,0.714689,33|68|55|23|64|27
llama3b,23,15,7,0.714689,33|68|55|23|64|27|30
llama3b,23,15,8,0.716217,33|68|55|23|64|27|30|59
llama3b,23,15,9,0.716217,33|68|55|23|64|27|30|59|28
llama3b,23,15,10,0.716217,33|68|55|23|64|27|30|59|28|24
llama3b,23,16,1,0.666867,68
llama3b,23,16,2,0.675106,68|33
llama3b,23,16,3,0.676032,68|33|55
llama3b,23,16,4,0.690244,68|33|55|23
llama3b,23,16,5,0.69284,68|33|55|23|64
llama3b,23,16,6,0.69284,68|33|55|23|64|27
llama3b,23,16,7,0.69284,68|33|55|23|64|27|30
llama3b,23,16,8,0.69284,68|33|55|23|64|27|30|36
llama3b,23,16,9,0.69284,68|33|55|23|64|27|30|36|28
llama3b,23,16,10,0.69284,68|33|55|23|64|27|30|36|28|24
llama3b,23,17,1,0.620001,33
llama3b,23,17,2,0.62157,33|68
llama3b,23,17,3,0.628213,33|68|59
llama3b,23,17,4,0.636817,33|68|59|55
llama3b,23,17,5,0.639495,33|68|59|55|23
llama3b,23,17,6,0.645909,33|68|59|55|23|27
llama3b,23,17,7,0.645909,33|68|59|55|23|27|30
llama3b,23,17,8,0.645909,33|68|59|55|23|27|30|64
llama3b,23,17,9,0.645909,33|68|59|55|23|27|30|64|28
llama3b,23,17,10,0.645909,33|68|59|55|23|27|30|64|28|24
llama3b,23,18,1,0.901583,55
llama3b,23,18,2,0.906576,55|23
llama3b,23,18,3,0.909368,55|23|30
llama3b,23,18,4,0.909368,55|23|30|27
llama3b,23,18,5,0.909368,55|23|30|27|64
llama3b,23,18,6,0.909368,55|23|30|27|64|24
llama3b,23,18,7,0.909368,55|23|30|27|64|24|28
llama3b,23,18,8,0.909368,55|23|30|27|64|24|28|58
llama3b,23,18,9,0.909368,55|23|30|27|64|24|28|58|32
llama3b,23,18,10,0.909368,55|23|30|27|64|24|28|58|32|36
llama3b,23,19,1,0.947371,55
llama3b,23,19,2,0.951255,55|23
llama3b,23,19,3,0.95225,55|23|30
llama3b,23,19,4,0.95225,55|23|30|27
llama3b,23,19,5,0.95225,55|23|30|27|64
llama3b,23,19,6,0.95225,55|23|30|27|64|24
llama3b,23,19,7,0.95225,55|23|30|27|64|24|28
llama3b,23,19,8,0.95225,55|23|30|27|64|24|28|58
llama3b,23,19,9,0.95225,55|23|30|27|64|24|28|58|32
llama3b,23,19,10,0.95225,55|23|30|27|64|24|28|58|32|36
llama3b,23,20,1,0.669272,68
llama3b,23,20,2,0.673783,68|33
llama3b,23,20,3,0.686542,68|33|55
llama3b,23,20,4,0.695101,68|33|55|23
llama3b,23,20,5,0.700579,68|33|55|23|64
llama3b,23,20,6,0.700579,68|33|55|23|64|27
llama3b,23,20,7,0.700579,68|33|55|23|64|27|30
llama3b,23,20,8,0.700579,68|33|55|23|64|27|30|36
llama3b,23,20,9,0.700579,68|33|55|23|64|27|30|36|28
llama3b,23,20,10,0.700579,68|33|55|23|64|27|30|36|28|24
llama3b,23,21,1,0.765674,55
llama3b,23,21,2,0.767717,55|23
llama3b,23,21,3,0.772968,55|23|30
llama3b,23,21,4,0.772968,55|23|30|27
llama3b,23,21,5,0.772968,55|23|30|27|64
llama3b,23,21,6,0.772968,55|23|30|27|64|24
llama3b,23,21,7,0.772968,55|23|30|27|64|24|28
llama3b,23,21,8,0.772968,55|23|30|27|64|24|28|58
llama3b,23,21,9,0.772968,55|23|30|27|64|24|28|58|32
llama3b,23,21,10,0.772968,55|23|30|27|64|24|28|58|32|36
llama3b,23,22,1,0.943768,55
llama3b,23,22,2,0.944227,55|23
llama3b,23,22,3,0.945488,55|23|30
llama3b,23,22,4,0.945488,55|23|30|27
llama3b,23,22,5,0.945488,55|23|30|27|64
llama3b,23,22,6,0.945488,55|23|30|27|64|24
llama3b,23,22,7,0.945488,55|23|30|27|64|24|28
llama3b,23,22,8,0.945488,55|23|30|27|64|24|28|58
llama3b,23,22,9,0.945488,55|23|30|27|64|24|28|58|32
llama3b,23,22,10,0.945488,55|23|30|27|64|24|28|58|32|36
llama3b,23,23,1,0.657902,68
llama3b,23,23,2,0.661893,68|33
llama3b,23,23,3,0.673184,68|33|55
llama3b,23,23,4,0.681319,68|33|55|23
llama3b,23,23,5,0.686419,68|33|55|23|64
llama3b,23,23,6,0.686419,68|33|55|23|64|27
llama3b,23,23,7,0.686419,68|33|55|23|64|27|30
llama3b,23,23,8,0.686419,68|33|55|23|64|27|30|36
llama3b,23,23,9,0.686419,68|33|55|23|64|27|30|36|28
llama3b,23,23,10,0.686419,68|33|55|23|64|27|30|36|28|24
llama3b,24,0,1,0.912228,55
llama3b,24,0,2,0.914105,55|23
llama3b,24,0,3,0.91671,55|23|30
llama3b,24,0,4,0.91671,55|23|30|27
