model_key,layer,head,k,iou_score,program_idxs_used
llama3b,6,7,10,0.580781,68|33|55|23|64|27|30|36|28|24
llama3b,6,8,1,0.585926,68
llama3b,6,8,2,0.586788,68|33
llama3b,6,8,3,0.592835,68|33|55
llama3b,6,8,4,0.606928,68|33|55|23
llama3b,6,8,5,0.616158,68|33|55|23|64
llama3b,6,8,6,0.616158,68|33|55|23|64|27
llama3b,6,8,7,0.616158,68|33|55|23|64|27|30
llama3b,6,8,8,0.616158,68|33|55|23|64|27|30|36
llama3b,6,8,9,0.616158,68|33|55|23|64|27|30|36|28
llama3b,6,8,10,0.616158,68|33|55|23|64|27|30|36|28|24
llama3b,6,9,1,0.53944,68
llama3b,6,9,2,0.541556,68|33
llama3b,6,9,3,0.547599,68|33|55
llama3b,6,9,4,0.551003,68|33|55|23
llama3b,6,9,5,0.565455,68|33|55|23|64
llama3b,6,9,6,0.565455,68|33|55|23|64|27
llama3b,6,9,7,0.565455,68|33|55|23|64|27|30
llama3b,6,9,8,0.565455,68|33|55|23|64|27|30|36
llama3b,6,9,9,0.565455,68|33|55|23|64|27|30|36|28
llama3b,6,9,10,0.565455,68|33|55|23|64|27|30|36|28|24
llama3b,6,10,1,0.748229,55
llama3b,6,10,2,0.76868,55|23
llama3b,6,10,3,0.776374,55|23|30
llama3b,6,10,4,0.776374,55|23|30|27
llama3b,6,10,5,0.776374,55|23|30|27|64
llama3b,6,10,6,0.776374,55|23|30|27|64|24
llama3b,6,10,7,0.776374,55|23|30|27|64|24|28
llama3b,6,10,8,0.776374,55|23|30|27|64|24|28|58
llama3b,6,10,9,0.776374,55|23|30|27|64|24|28|58|32
llama3b,6,10,10,0.776374,55|23|30|27|64|24|28|58|32|36
llama3b,6,11,1,0.599175,68
llama3b,6,11,2,0.616493,68|55
llama3b,6,11,3,0.623967,68|55|33
llama3b,6,11,4,0.638047,68|55|33|23
llama3b,6,11,5,0.646802,68|55|33|23|64
llama3b,6,11,6,0.646802,68|55|33|23|64|27
llama3b,6,11,7,0.646802,68|55|33|23|64|27|30
llama3b,6,11,8,0.646802,68|55|33|23|64|27|30|36
llama3b,6,11,9,0.646802,68|55|33|23|64|27|30|36|28
llama3b,6,11,10,0.646802,68|55|33|23|64|27|30|36|28|24
llama3b,6,12,1,0.645091,68
llama3b,6,12,2,0.651036,68|55
llama3b,6,12,3,0.668489,68|55|23
llama3b,6,12,4,0.673895,68|55|23|27
llama3b,6,12,5,0.673895,68|55|23|27|30
llama3b,6,12,6,0.673895,68|55|23|27|30|64
llama3b,6,12,7,0.673895,68|55|23|27|30|64|28
llama3b,6,12,8,0.673895,68|55|23|27|30|64|28|36
llama3b,6,12,9,0.673895,68|55|23|27|30|64|28|36|32
llama3b,6,12,10,0.673895,68|55|23|27|30|64|28|36|32|24
llama3b,6,13,1,0.752501,68
llama3b,6,13,2,0.782302,68|55
llama3b,6,13,3,0.805154,68|55|23
llama3b,6,13,4,0.810394,68|55|23|27
llama3b,6,13,5,0.810394,68|55|23|27|30
llama3b,6,13,6,0.810394,68|55|23|27|30|64
llama3b,6,13,7,0.810394,68|55|23|27|30|64|28
llama3b,6,13,8,0.810394,68|55|23|27|30|64|28|36
llama3b,6,13,9,0.810394,68|55|23|27|30|64|28|36|32
llama3b,6,13,10,0.810394,68|55|23|27|30|64|28|36|32|24
llama3b,6,14,1,0.611733,68
llama3b,6,14,2,0.623887,68|55
llama3b,6,14,3,0.623863,68|55|33
llama3b,6,14,4,0.640262,68|55|33|23
llama3b,6,14,5,0.649465,68|55|33|23|64
llama3b,6,14,6,0.649465,68|55|33|23|64|27
llama3b,6,14,7,0.649465,68|55|33|23|64|27|30
llama3b,6,14,8,0.649465,68|55|33|23|64|27|30|36
llama3b,6,14,9,0.649465,68|55|33|23|64|27|30|36|28
llama3b,6,14,10,0.649465,68|55|33|23|64|27|30|36|28|24
llama3b,6,15,1,0.550665,33
llama3b,6,15,2,0.554381,33|68
llama3b,6,15,3,0.560302,33|68|55
llama3b,6,15,4,0.564444,33|68|55|59
llama3b,6,15,5,0.579068,33|68|55|59|23
llama3b,6,15,6,0.595457,33|68|55|59|23|27
llama3b,6,15,7,0.595457,33|68|55|59|23|27|30
llama3b,6,15,8,0.595457,33|68|55|59|23|27|30|64
llama3b,6,15,9,0.595457,33|68|55|59|23|27|30|64|28
llama3b,6,15,10,0.595457,33|68|55|59|23|27|30|64|28|24
llama3b,6,16,1,0.644449,33
llama3b,6,16,2,0.648242,33|68
llama3b,6,16,3,0.656439,33|68|55
llama3b,6,16,4,0.659022,33|68|55|23
llama3b,6,16,5,0.670418,33|68|55|23|64
llama3b,6,16,6,0.670418,33|68|55|23|64|27
llama3b,6,16,7,0.670418,33|68|55|23|64|27|30
llama3b,6,16,8,0.670418,33|68|55|23|64|27|30|36
llama3b,6,16,9,0.670418,33|68|55|23|64|27|30|36|28
llama3b,6,16,10,0.670418,33|68|55|23|64|27|30|36|28|24
llama3b,6,17,1,0.60061,68
llama3b,6,17,2,0.604179,68|55
llama3b,6,17,3,0.614302,68|55|23
llama3b,6,17,4,0.616567,68|55|23|27
llama3b,6,17,5,0.616567,68|55|23|27|30
llama3b,6,17,6,0.616567,68|55|23|27|30|64
llama3b,6,17,7,0.616567,68|55|23|27|30|64|28
llama3b,6,17,8,0.616567,68|55|23|27|30|64|28|36
llama3b,6,17,9,0.616567,68|55|23|27|30|64|28|36|32
llama3b,6,17,10,0.616567,68|55|23|27|30|64|28|36|32|24
llama3b,6,18,1,0.929502,55
llama3b,6,18,2,0.931358,55|23
llama3b,6,18,3,0.933699,55|23|30
llama3b,6,18,4,0.933699,55|23|30|27
llama3b,6,18,5,0.933699,55|23|30|27|64
llama3b,6,18,6,0.933699,55|23|30|27|64|24
llama3b,6,18,7,0.933699,55|23|30|27|64|24|28
llama3b,6,18,8,0.933699,55|23|30|27|64|24|28|58
llama3b,6,18,9,0.933699,55|23|30|27|64|24|28|58|32
llama3b,6,18,10,0.933699,55|23|30|27|64|24|28|58|32|36
llama3b,6,19,1,0.938464,55
llama3b,6,19,2,0.940858,55|23
llama3b,6,19,3,0.942243,55|23|30
llama3b,6,19,4,0.942243,55|23|30|27
llama3b,6,19,5,0.942243,55|23|30|27|64
llama3b,6,19,6,0.942243,55|23|30|27|64|24
llama3b,6,19,7,0.942243,55|23|30|27|64|24|28
llama3b,6,19,8,0.942243,55|23|30|27|64|24|28|58
llama3b,6,19,9,0.942243,55|23|30|27|64|24|28|58|32
llama3b,6,19,10,0.942243,55|23|30|27|64|24|28|58|32|36
llama3b,6,20,1,0.644447,68
llama3b,6,20,2,0.651782,68|33
llama3b,6,20,3,0.674303,68|33|55
llama3b,6,20,4,0.678762,68|33|55|23
llama3b,6,20,5,0.687579,68|33|55|23|64
llama3b,6,20,6,0.687579,68|33|55|23|64|27
llama3b,6,20,7,0.687579,68|33|55|23|64|27|30
llama3b,6,20,8,0.687579,68|33|55|23|64|27|30|36
llama3b,6,20,9,0.687579,68|33|55|23|64|27|30|36|28
llama3b,6,20,10,0.687579,68|33|55|23|64|27|30|36|28|24
llama3b,6,21,1,0.748115,55
llama3b,6,21,2,0.754995,55|23
llama3b,6,21,3,0.759489,55|23|30
llama3b,6,21,4,0.759489,55|23|30|27
llama3b,6,21,5,0.759489,55|23|30|27|64
llama3b,6,21,6,0.759489,55|23|30|27|64|24
llama3b,6,21,7,0.759489,55|23|30|27|64|24|28
llama3b,6,21,8,0.759489,55|23|30|27|64|24|28|58
llama3b,6,21,9,0.759489,55|23|30|27|64|24|28|58|32
llama3b,6,21,10,0.759489,55|23|30|27|64|24|28|58|32|36
llama3b,6,22,1,0.658347,55
llama3b,6,22,2,0.66206,55|23
llama3b,6,22,3,0.668174,55|23|30
llama3b,6,22,4,0.668174,55|23|30|27
llama3b,6,22,5,0.668174,55|23|30|27|64
llama3b,6,22,6,0.668174,55|23|30|27|64|24
llama3b,6,22,7,0.668174,55|23|30|27|64|24|28
llama3b,6,22,8,0.668174,55|23|30|27|64|24|28|58
llama3b,6,22,9,0.668174,55|23|30|27|64|24|28|58|32
llama3b,6,22,10,0.668174,55|23|30|27|64|24|28|58|32|36
llama3b,6,23,1,0.525045,68
llama3b,6,23,2,0.525225,68|33
llama3b,6,23,3,0.532377,68|33|55
llama3b,6,23,4,0.541274,68|33|55|23
llama3b,6,23,5,0.550055,68|33|55|23|64
llama3b,6,23,6,0.550055,68|33|55|23|64|27
llama3b,6,23,7,0.550055,68|33|55|23|64|27|30
llama3b,6,23,8,0.550055,68|33|55|23|64|27|30|36
llama3b,6,23,9,0.550055,68|33|55|23|64|27|30|36|28
llama3b,6,23,10,0.550055,68|33|55|23|64|27|30|36|28|24
llama3b,7,0,1,0.497856,33
llama3b,7,0,2,0.517102,33|68
llama3b,7,0,3,0.517052,33|68|59
llama3b,7,0,4,0.518603,33|68|59|55
llama3b,7,0,5,0.523154,33|68|59|55|52
llama3b,7,0,6,0.528152,33|68|59|55|52|23
llama3b,7,0,7,0.540101,33|68|59|55|52|23|64
llama3b,7,0,8,0.540101,33|68|59|55|52|23|64|27
llama3b,7,0,9,0.540101,33|68|59|55|52|23|64|27|30
llama3b,7,0,10,0.540101,33|68|59|55|52|23|64|27|30|24
llama3b,7,1,1,0.522472,68
llama3b,7,1,2,0.522,68|33
llama3b,7,1,3,0.525086,68|33|55
llama3b,7,1,4,0.525753,68|33|55|27
llama3b,7,1,5,0.525753,68|33|55|27|64
llama3b,7,1,6,0.525753,68|33|55|27|64|30
llama3b,7,1,7,0.539944,68|33|55|27|64|30|23
llama3b,7,1,8,0.539944,68|33|55|27|64|30|23|36
llama3b,7,1,9,0.539944,68|33|55|27|64|30|23|36|28
llama3b,7,1,10,0.539944,68|33|55|27|64|30|23|36|28|24
llama3b,7,2,1,0.788472,68
llama3b,7,2,2,0.806135,68|55
llama3b,7,2,3,0.812123,68|55|23
llama3b,7,2,4,0.81584,68|55|23|27
llama3b,7,2,5,0.81584,68|55|23|27|30
llama3b,7,2,6,0.81584,68|55|23|27|30|64
llama3b,7,2,7,0.81584,68|55|23|27|30|64|28
llama3b,7,2,8,0.81584,68|55|23|27|30|64|28|36
llama3b,7,2,9,0.81584,68|55|23|27|30|64|28|36|32
llama3b,7,2,10,0.81584,68|55|23|27|30|64|28|36|32|24
llama3b,7,3,1,0.63599,68
llama3b,7,3,2,0.661893,68|55
llama3b,7,3,3,0.681791,68|55|23
llama3b,7,3,4,0.690958,68|55|23|27
llama3b,7,3,5,0.690958,68|55|23|27|30
llama3b,7,3,6,0.690958,68|55|23|27|30|64
llama3b,7,3,7,0.690958,68|55|23|27|30|64|28
llama3b,7,3,8,0.690958,68|55|23|27|30|64|28|36
llama3b,7,3,9,0.690958,68|55|23|27|30|64|28|36|32
llama3b,7,3,10,0.690958,68|55|23|27|30|64|28|36|32|24
llama3b,7,4,1,0.783244,55
llama3b,7,4,2,0.799486,55|23
llama3b,7,4,3,0.806567,55|23|30
llama3b,7,4,4,0.806567,55|23|30|27
llama3b,7,4,5,0.806567,55|23|30|27|64
llama3b,7,4,6,0.806567,55|23|30|27|64|24
llama3b,7,4,7,0.806567,55|23|30|27|64|24|28
llama3b,7,4,8,0.806567,55|23|30|27|64|24|28|58
llama3b,7,4,9,0.806567,55|23|30|27|64|24|28|58|32
llama3b,7,4,10,0.806567,55|23|30|27|64|24|28|58|32|36
llama3b,7,5,1,0.742632,68
llama3b,7,5,2,0.773217,68|55
llama3b,7,5,3,0.790254,68|55|23
llama3b,7,5,4,0.796768,68|55|23|27
llama3b,7,5,5,0.796768,68|55|23|27|30
llama3b,7,5,6,0.796768,68|55|23|27|30|64
llama3b,7,5,7,0.796768,68|55|23|27|30|64|28
llama3b,7,5,8,0.796768,68|55|23|27|30|64|28|36
llama3b,7,5,9,0.796768,68|55|23|27|30|64|28|36|32
llama3b,7,5,10,0.796768,68|55|23|27|30|64|28|36|32|24
llama3b,7,6,1,0.536768,33
llama3b,7,6,2,0.536976,33|68
llama3b,7,6,3,0.536949,33|68|59
llama3b,7,6,4,0.545861,33|68|59|55
llama3b,7,6,5,0.561122,33|68|59|55|23
llama3b,7,6,6,0.578607,33|68|59|55|23|27
llama3b,7,6,7,0.578607,33|68|59|55|23|27|30
llama3b,7,6,8,0.578607,33|68|59|55|23|27|30|64
llama3b,7,6,9,0.578607,33|68|59|55|23|27|30|64|28
llama3b,7,6,10,0.578607,33|68|59|55|23|27|30|64|28|24
llama3b,7,7,1,0.542925,68
llama3b,7,7,2,0.553932,68|55
llama3b,7,7,3,0.57106,68|55|23
llama3b,7,7,4,0.581092,68|55|23|27
llama3b,7,7,5,0.581092,68|55|23|27|30
llama3b,7,7,6,0.581092,68|55|23|27|30|64
llama3b,7,7,7,0.581092,68|55|23|27|30|64|28
llama3b,7,7,8,0.581092,68|55|23|27|30|64|28|36
llama3b,7,7,9,0.581092,68|55|23|27|30|64|28|36|32
llama3b,7,7,10,0.581092,68|55|23|27|30|64|28|36|32|24
llama3b,7,8,1,0.554718,68
llama3b,7,8,2,0.556429,68|33
llama3b,7,8,3,0.565225,68|33|55
llama3b,7,8,4,0.58625,68|33|55|23
llama3b,7,8,5,0.594368,68|33|55|23|64
llama3b,7,8,6,0.594368,68|33|55|23|64|27
llama3b,7,8,7,0.594368,68|33|55|23|64|27|30
llama3b,7,8,8,0.594368,68|33|55|23|64|27|30|36
llama3b,7,8,9,0.594368,68|33|55|23|64|27|30|36|28
llama3b,7,8,10,0.594368,68|33|55|23|64|27|30|36|28|24
llama3b,7,9,1,0.504487,68
llama3b,7,9,2,0.506805,68|33
llama3b,7,9,3,0.513595,68|33|55
llama3b,7,9,4,0.531755,68|33|55|23
llama3b,7,9,5,0.545768,68|33|55|23|64
llama3b,7,9,6,0.545768,68|33|55|23|64|27
llama3b,7,9,7,0.545768,68|33|55|23|64|27|30
llama3b,7,9,8,0.545768,68|33|55|23|64|27|30|36
llama3b,7,9,9,0.545768,68|33|55|23|64|27|30|36|28
llama3b,7,9,10,0.545768,68|33|55|23|64|27|30|36|28|24
llama3b,7,10,1,0.657759,68
llama3b,7,10,2,0.659564,68|33
llama3b,7,10,3,0.668682,68|33|55
llama3b,7,10,4,0.671075,68|33|55|23
llama3b,7,10,5,0.675561,68|33|55|23|64
llama3b,7,10,6,0.675561,68|33|55|23|64|27
llama3b,7,10,7,0.675561,68|33|55|23|64|27|30
llama3b,7,10,8,0.675561,68|33|55|23|64|27|30|36
llama3b,7,10,9,0.675561,68|33|55|23|64|27|30|36|28
llama3b,7,10,10,0.675561,68|33|55|23|64|27|30|36|28|24
llama3b,7,11,1,0.672088,68
llama3b,7,11,2,0.685175,68|55
llama3b,7,11,3,0.686174,68|55|33
llama3b,7,11,4,0.70019,68|55|33|23
llama3b,7,11,5,0.706369,68|55|33|23|64
llama3b,7,11,6,0.706369,68|55|33|23|64|27
llama3b,7,11,7,0.706369,68|55|33|23|64|27|30
llama3b,7,11,8,0.706369,68|55|33|23|64|27|30|36
llama3b,7,11,9,0.706369,68|55|33|23|64|27|30|36|28
llama3b,7,11,10,0.706369,68|55|33|23|64|27|30|36|28|24
llama3b,7,12,1,0.654301,68
llama3b,7,12,2,0.675166,68|55
llama3b,7,12,3,0.704727,68|55|23
llama3b,7,12,4,0.711281,68|55|23|27
llama3b,7,12,5,0.711281,68|55|23|27|30
llama3b,7,12,6,0.711281,68|55|23|27|30|64
llama3b,7,12,7,0.711281,68|55|23|27|30|64|28
llama3b,7,12,8,0.711281,68|55|23|27|30|64|28|36
llama3b,7,12,9,0.711281,68|55|23|27|30|64|28|36|32
llama3b,7,12,10,0.711281,68|55|23|27|30|64|28|36|32|24
llama3b,7,13,1,0.554223,68
llama3b,7,13,2,0.555732,68|33
llama3b,7,13,3,0.558841,68|33|55
llama3b,7,13,4,0.581771,68|33|55|23
llama3b,7,13,5,0.591219,68|33|55|23|64
llama3b,7,13,6,0.591219,68|33|55|23|64|27
llama3b,7,13,7,0.591219,68|33|55|23|64|27|30
llama3b,7,13,8,0.591219,68|33|55|23|64|27|30|36
llama3b,7,13,9,0.591219,68|33|55|23|64|27|30|36|28
llama3b,7,13,10,0.591219,68|33|55|23|64|27|30|36|28|24
llama3b,7,14,1,0.604379,68
llama3b,7,14,2,0.607121,68|33
llama3b,7,14,3,0.614249,68|33|55
llama3b,7,14,4,0.6294,68|33|55|23
llama3b,7,14,5,0.641416,68|33|55|23|64
llama3b,7,14,6,0.641416,68|33|55|23|64|27
llama3b,7,14,7,0.641416,68|33|55|23|64|27|30
llama3b,7,14,8,0.641416,68|33|55|23|64|27|30|36
llama3b,7,14,9,0.641416,68|33|55|23|64|27|30|36|28
llama3b,7,14,10,0.641416,68|33|55|23|64|27|30|36|28|24
llama3b,7,15,1,0.585211,68
llama3b,7,15,2,0.587173,68|33
llama3b,7,15,3,0.594355,68|33|55
llama3b,7,15,4,0.61274,68|33|55|23
llama3b,7,15,5,0.627094,68|33|55|23|64
llama3b,7,15,6,0.627094,68|33|55|23|64|27
llama3b,7,15,7,0.627094,68|33|55|23|64|27|30
llama3b,7,15,8,0.627094,68|33|55|23|64|27|30|36
llama3b,7,15,9,0.627094,68|33|55|23|64|27|30|36|28
llama3b,7,15,10,0.627094,68|33|55|23|64|27|30|36|28|24
llama3b,7,16,1,0.395893,70
llama3b,7,16,2,0.371778,70|62
llama3b,7,16,3,0.373863,70|62|9
llama3b,7,16,4,0.373863,70|62|9
llama3b,7,16,5,0.373863,70|62|9
llama3b,7,16,6,0.373863,70|62|9
llama3b,7,16,7,0.373863,70|62|9
llama3b,7,16,8,0.373863,70|62|9
llama3b,7,16,9,0.373863,70|62|9
llama3b,7,16,10,0.373863,70|62|9
llama3b,7,17,1,0.754465,68
llama3b,7,17,2,0.766912,68|55
llama3b,7,17,3,0.774902,68|55|23
llama3b,7,17,4,0.778948,68|55|23|27
llama3b,7,17,5,0.778948,68|55|23|27|30
llama3b,7,17,6,0.778948,68|55|23|27|30|64
llama3b,7,17,7,0.778948,68|55|23|27|30|64|28
llama3b,7,17,8,0.778948,68|55|23|27|30|64|28|36
llama3b,7,17,9,0.778948,68|55|23|27|30|64|28|36|32
llama3b,7,17,10,0.778948,68|55|23|27|30|64|28|36|32|24
llama3b,7,18,1,0.658031,55
llama3b,7,18,2,0.667722,55|23
llama3b,7,18,3,0.674712,55|23|30
llama3b,7,18,4,0.674712,55|23|30|27
llama3b,7,18,5,0.674712,55|23|30|27|64
llama3b,7,18,6,0.674712,55|23|30|27|64|24
llama3b,7,18,7,0.674712,55|23|30|27|64|24|28
llama3b,7,18,8,0.674712,55|23|30|27|64|24|28|58
llama3b,7,18,9,0.674712,55|23|30|27|64|24|28|58|32
llama3b,7,18,10,0.674712,55|23|30|27|64|24|28|58|32|36
llama3b,7,19,1,0.677419,55
llama3b,7,19,2,0.694243,55|23
llama3b,7,19,3,0.702092,55|23|30
llama3b,7,19,4,0.702092,55|23|30|27
llama3b,7,19,5,0.702092,55|23|30|27|64
llama3b,7,19,6,0.702092,55|23|30|27|64|24
llama3b,7,19,7,0.702092,55|23|30|27|64|24|28
llama3b,7,19,8,0.702092,55|23|30|27|64|24|28|58
llama3b,7,19,9,0.702092,55|23|30|27|64|24|28|58|32
llama3b,7,19,10,0.702092,55|23|30|27|64|24|28|58|32|36
llama3b,7,20,1,0.553214,55
llama3b,7,20,2,0.57691,55|23
llama3b,7,20,3,0.585283,55|23|30
llama3b,7,20,4,0.585283,55|23|30|27
llama3b,7,20,5,0.585283,55|23|30|27|64
llama3b,7,20,6,0.585283,55|23|30|27|64|24
llama3b,7,20,7,0.585283,55|23|30|27|64|24|28
llama3b,7,20,8,0.585283,55|23|30|27|64|24|28|58
llama3b,7,20,9,0.585283,55|23|30|27|64|24|28|58|32
llama3b,7,20,10,0.585283,55|23|30|27|64|24|28|58|32|36
llama3b,7,21,1,0.649325,68
llama3b,7,21,2,0.6526,68|33
llama3b,7,21,3,0.664415,68|33|55
llama3b,7,21,4,0.686295,68|33|55|23
llama3b,7,21,5,0.69302,68|33|55|23|64
llama3b,7,21,6,0.69302,68|33|55|23|64|27
llama3b,7,21,7,0.69302,68|33|55|23|64|27|30
llama3b,7,21,8,0.69302,68|33|55|23|64|27|30|36
llama3b,7,21,9,0.69302,68|33|55|23|64|27|30|36|28
llama3b,7,21,10,0.69302,68|33|55|23|64|27|30|36|28|24
llama3b,7,22,1,0.661713,68
llama3b,7,22,2,0.680726,68|55
llama3b,7,22,3,0.685033,68|55|33
llama3b,7,22,4,0.703084,68|55|33|23
llama3b,7,22,5,0.710768,68|55|33|23|64
llama3b,7,22,6,0.710768,68|55|33|23|64|27
llama3b,7,22,7,0.710768,68|55|33|23|64|27|30
llama3b,7,22,8,0.710768,68|55|33|23|64|27|30|36
llama3b,7,22,9,0.710768,68|55|33|23|64|27|30|36|28
llama3b,7,22,10,0.710768,68|55|33|23|64|27|30|36|28|24
llama3b,7,23,1,0.601596,68
llama3b,7,23,2,0.610168,68|33
llama3b,7,23,3,0.625489,68|33|55
llama3b,7,23,4,0.655347,68|33|55|23
llama3b,7,23,5,0.662963,68|33|55|23|64
llama3b,7,23,6,0.662963,68|33|55|23|64|27
llama3b,7,23,7,0.662963,68|33|55|23|64|27|30
llama3b,7,23,8,0.662963,68|33|55|23|64|27|30|36
llama3b,7,23,9,0.662963,68|33|55|23|64|27|30|36|28
llama3b,7,23,10,0.662963,68|33|55|23|64|27|30|36|28|24
llama3b,8,0,1,0.756888,55
llama3b,8,0,2,0.785033,55|23
llama3b,8,0,3,0.789723,55|23|30
llama3b,8,0,4,0.789723,55|23|30|27
llama3b,8,0,5,0.789723,55|23|30|27|64
llama3b,8,0,6,0.789723,55|23|30|27|64|24
llama3b,8,0,7,0.789723,55|23|30|27|64|24|28
llama3b,8,0,8,0.789723,55|23|30|27|64|24|28|58
llama3b,8,0,9,0.789723,55|23|30|27|64|24|28|58|32
llama3b,8,0,10,0.789723,55|23|30|27|64|24|28|58|32|36
llama3b,8,1,1,0.677842,68
llama3b,8,1,2,0.696546,68|55
llama3b,8,1,3,0.724316,68|55|23
llama3b,8,1,4,0.73114,68|55|23|27
llama3b,8,1,5,0.73114,68|55|23|27|30
llama3b,8,1,6,0.73114,68|55|23|27|30|64
llama3b,8,1,7,0.73114,68|55|23|27|30|64|28
llama3b,8,1,8,0.73114,68|55|23|27|30|64|28|36
llama3b,8,1,9,0.73114,68|55|23|27|30|64|28|36|32
llama3b,8,1,10,0.73114,68|55|23|27|30|64|28|36|32|24
llama3b,8,2,1,0.924836,55
llama3b,8,2,2,0.92626,55|23
llama3b,8,2,3,0.927498,55|23|30
llama3b,8,2,4,0.927498,55|23|30|27
llama3b,8,2,5,0.927498,55|23|30|27|64
llama3b,8,2,6,0.927498,55|23|30|27|64|24
llama3b,8,2,7,0.927498,55|23|30|27|64|24|28
llama3b,8,2,8,0.927498,55|23|30|27|64|24|28|58
llama3b,8,2,9,0.927498,55|23|30|27|64|24|28|58|32
llama3b,8,2,10,0.927498,55|23|30|27|64|24|28|58|32|36
llama3b,8,3,1,0.551419,33
llama3b,8,3,2,0.55166,33|68
llama3b,8,3,3,0.552286,33|68|55
llama3b,8,3,4,0.561502,33|68|55|23
llama3b,8,3,5,0.574104,33|68|55|23|64
llama3b,8,3,6,0.574104,33|68|55|23|64|27
llama3b,8,3,7,0.574104,33|68|55|23|64|27|30
llama3b,8,3,8,0.574104,33|68|55|23|64|27|30|36
llama3b,8,3,9,0.574104,33|68|55|23|64|27|30|36|28
llama3b,8,3,10,0.574104,33|68|55|23|64|27|30|36|28|24
llama3b,8,4,1,0.607342,68
llama3b,8,4,2,0.607417,68|33
llama3b,8,4,3,0.618822,68|33|55
llama3b,8,4,4,0.61943,68|33|55|23
llama3b,8,4,5,0.625707,68|33|55|23|64
llama3b,8,4,6,0.625707,68|33|55|23|64|27
llama3b,8,4,7,0.625707,68|33|55|23|64|27|30
llama3b,8,4,8,0.625707,68|33|55|23|64|27|30|36
llama3b,8,4,9,0.625707,68|33|55|23|64|27|30|36|28
llama3b,8,4,10,0.625707,68|33|55|23|64|27|30|36|28|24
llama3b,8,5,1,0.507022,68
llama3b,8,5,2,0.505699,68|33
llama3b,8,5,3,0.513783,68|33|55
llama3b,8,5,4,0.526146,68|33|55|23
llama3b,8,5,5,0.53715,68|33|55|23|64
llama3b,8,5,6,0.53715,68|33|55|23|64|27
llama3b,8,5,7,0.53715,68|33|55|23|64|27|30
llama3b,8,5,8,0.53715,68|33|55|23|64|27|30|36
llama3b,8,5,9,0.53715,68|33|55|23|64|27|30|36|28
llama3b,8,5,10,0.53715,68|33|55|23|64|27|30|36|28|24
llama3b,8,6,1,0.924457,55
llama3b,8,6,2,0.928435,55|23
llama3b,8,6,3,0.930044,55|23|30
llama3b,8,6,4,0.930044,55|23|30|27
llama3b,8,6,5,0.930044,55|23|30|27|64
llama3b,8,6,6,0.930044,55|23|30|27|64|24
llama3b,8,6,7,0.930044,55|23|30|27|64|24|28
llama3b,8,6,8,0.930044,55|23|30|27|64|24|28|58
llama3b,8,6,9,0.930044,55|23|30|27|64|24|28|58|32
llama3b,8,6,10,0.930044,55|23|30|27|64|24|28|58|32|36
llama3b,8,7,1,0.849437,55
llama3b,8,7,2,0.860277,55|23
llama3b,8,7,3,0.864852,55|23|30
llama3b,8,7,4,0.864852,55|23|30|27
llama3b,8,7,5,0.864852,55|23|30|27|64
llama3b,8,7,6,0.864852,55|23|30|27|64|24
llama3b,8,7,7,0.864852,55|23|30|27|64|24|28
llama3b,8,7,8,0.864852,55|23|30|27|64|24|28|58
llama3b,8,7,9,0.864852,55|23|30|27|64|24|28|58|32
llama3b,8,7,10,0.864852,55|23|30|27|64|24|28|58|32|36
llama3b,8,8,1,0.856293,55
llama3b,8,8,2,0.860713,55|23
llama3b,8,8,3,0.862889,55|23|30
llama3b,8,8,4,0.862889,55|23|30|27
llama3b,8,8,5,0.862889,55|23|30|27|64
llama3b,8,8,6,0.862889,55|23|30|27|64|24
llama3b,8,8,7,0.862889,55|23|30|27|64|24|28
llama3b,8,8,8,0.862889,55|23|30|27|64|24|28|58
llama3b,8,8,9,0.862889,55|23|30|27|64|24|28|58|32
llama3b,8,8,10,0.862889,55|23|30|27|64|24|28|58|32|36
llama3b,8,9,1,0.549484,33
llama3b,8,9,2,0.560731,33|68
llama3b,8,9,3,0.55932,33|68|59
llama3b,8,9,4,0.564695,33|68|59|55
llama3b,8,9,5,0.575653,33|68|59|55|23
llama3b,8,9,6,0.586044,33|68|59|55|23|27
llama3b,8,9,7,0.586044,33|68|59|55|23|27|30
llama3b,8,9,8,0.586044,33|68|59|55|23|27|30|64
llama3b,8,9,9,0.586044,33|68|59|55|23|27|30|64|28
llama3b,8,9,10,0.586044,33|68|59|55|23|27|30|64|28|24
llama3b,8,10,1,0.768561,55
llama3b,8,10,2,0.798535,55|23
llama3b,8,10,3,0.802495,55|23|30
llama3b,8,10,4,0.802495,55|23|30|27
llama3b,8,10,5,0.802495,55|23|30|27|64
llama3b,8,10,6,0.802495,55|23|30|27|64|24
llama3b,8,10,7,0.802495,55|23|30|27|64|24|28
llama3b,8,10,8,0.802495,55|23|30|27|64|24|28|58
llama3b,8,10,9,0.802495,55|23|30|27|64|24|28|58|32
llama3b,8,10,10,0.802495,55|23|30|27|64|24|28|58|32|36
llama3b,8,11,1,0.55431,68
llama3b,8,11,2,0.556177,68|33
llama3b,8,11,3,0.562431,68|33|55
llama3b,8,11,4,0.584354,68|33|55|23
llama3b,8,11,5,0.597366,68|33|55|23|64
llama3b,8,11,6,0.597366,68|33|55|23|64|27
llama3b,8,11,7,0.597366,68|33|55|23|64|27|30
llama3b,8,11,8,0.597366,68|33|55|23|64|27|30|36
