Coefficients,Intercept
"[0.13742636144161224, -0.040701329708099365, 0.03519159182906151, 0.056825775653123856, 0.035191610455513, -0.06828033179044724, 0.43781352043151855]",0.025408301502466202
"[0.4119277894496918, -0.022526562213897705, 0.008626756258308887, 0.015646569430828094, 0.048640791326761246, -0.1065584272146225, 0.16366028785705566]",0.024029139429330826
"[0.30665943026542664, -0.009142622351646423, 0.009793434292078018, 0.045709796249866486, 0.07004445791244507, -0.08016054332256317, 0.1778932809829712]",0.03686175122857094
"[0.28681063652038574, 0.019477546215057373, 0.03365248814225197, 0.04461180791258812, 0.03365248441696167, -0.07017688453197479, 0.11465711891651154]",0.0335821732878685
"[0.29081839323043823, 0.012598246335983276, 0.07264135032892227, 0.015533152036368847, 0.07264130562543869, -0.13284003734588623, 0.19754500687122345]",0.05234028771519661
"[0.26884737610816956, -0.05495378375053406, 0.003780541941523552, -0.00780081981793046, 0.06532953679561615, -0.06506454944610596, 0.39722007513046265]",0.030203204602003098
"[0.4285981059074402, -0.01265554130077362, 0.018504919484257698, 0.04543519765138626, 0.026768632233142853, -0.056439049541950226, 0.14116442203521729]",0.019458254799246788
"[0.24810326099395752, -0.0835840106010437, 0.01167556457221508, 0.025358818471431732, 0.011675579473376274, 0.004016526974737644, 0.4797147512435913]",0.0252532921731472
"[0.32742565870285034, 0.0039831846952438354, 0.10006760060787201, 0.028397751972079277, -0.027838237583637238, -0.09051817655563354, 0.1494869589805603]",0.029940897598862648
"[0.2593141496181488, -0.024095088243484497, 0.009244890883564949, 0.03559666499495506, 0.024344712495803833, -0.025289040058851242, 0.2671745717525482]",0.021605197340250015
"[0.2767513394355774, -0.039232224225997925, 0.04024018719792366, 0.04732240363955498, 0.04024022817611694, -0.07607755064964294, 0.2901709973812103]",0.030041761696338654
"[0.3395697772502899, -0.03778946399688721, 0.027731889858841896, 0.03161840885877609, 0.027731886133551598, -0.06781866401433945, 0.3087839186191559]",0.024678155779838562
"[0.4041067659854889, 0.003613807260990143, 0.015553073957562447, -0.05299142748117447, 0.015553105622529984, -0.04509440064430237, 0.1608177274465561]",0.04984413459897041
"[0.3079831600189209, -0.021019503474235535, 0.02431255392730236, 0.05337492376565933, 0.05158998817205429, -0.07023530453443527, 0.24623239040374756]",0.027184121310710907
"[0.20343147218227386, 0.023158222436904907, 0.041233234107494354, 0.031683679670095444, 0.04123327508568764, -0.06967136263847351, 0.30190131068229675]",0.03558585047721863
"[0.22402577102184296, -0.08629095554351807, 0.0038906512781977654, 0.004655447322875261, 0.03858508914709091, -0.06353083997964859, 0.44498610496520996]",0.022825198248028755
"[0.43756893277168274, -0.003627590835094452, 0.006774913519620895, -0.037035733461380005, 0.02642691135406494, -0.01573113352060318, 0.12016905844211578]",0.02327273227274418
"[0.33901286125183105, 0.019611917436122894, 0.02620483934879303, 0.010948625393211842, 0.032942965626716614, -0.045559078454971313, 0.06404703855514526]",0.03454942628741264
"[0.417214959859848, -0.0474330335855484, 0.005019589327275753, -0.006844081450253725, 0.0284472294151783, -0.03055025450885296, 0.21155224740505219]",0.020123492926359177
"[0.4429701864719391, 0.0012664943933486938, 0.00550415925681591, -0.04365907981991768, 0.042380478233098984, -0.062174152582883835, 0.17729565501213074]",0.025671545416116714
"[0.35916459560394287, -0.014295384287834167, -0.0017756251618266106, -0.036293987184762955, 0.0790116935968399, -0.085584357380867, 0.16258248686790466]",0.038370758295059204
"[0.366500586271286, -0.04988199472427368, 0.019582772627472878, -0.036324694752693176, 0.019582776352763176, -0.04286760091781616, 0.22891773283481598]",0.03296602889895439
"[0.382428914308548, -0.004539579153060913, 0.021905913949012756, -0.024488886818289757, 0.007927319966256618, -0.03607841953635216, 0.1401272565126419]",0.020508699119091034
"[0.4041067659854889, 0.003613807260990143, 0.015553073957562447, -0.05299142748117447, 0.015553105622529984, -0.04509440064430237, 0.1608177274465561]",0.04984413459897041
"[0.305601567029953, 0.008690133690834045, 0.025103691965341568, 0.022049086168408394, 0.0451478473842144, -0.07516487687826157, 0.16724450886249542]",0.026385687291622162
"[0.5324273109436035, 0.056909576058387756, 0.012355946935713291, -0.07982288300991058, 0.03182726353406906, -0.03328718617558479, -0.18475347757339478]",0.04152146726846695
"[0.3408740758895874, -0.039286330342292786, 0.009252446703612804, -0.01429405715316534, 0.07294464856386185, -0.08447593450546265, 0.21830672025680542]",0.031042400747537613
"[0.35239601135253906, -0.010942637920379639, 0.011191722936928272, 0.010026886127889156, 0.011191724799573421, -0.0010320598958060145, 0.16893340647220612]",0.02411762811243534
"[0.3489402234554291, 0.03468547761440277, 0.01675950549542904, -0.041858214884996414, 0.10630803555250168, -0.11902019381523132, -0.013643240556120872]",0.047702036798000336
"[0.4234180450439453, -0.004981242120265961, -0.021768493577837944, -0.0754643976688385, -0.02176855318248272, 0.08720606565475464, 0.12976758182048798]",0.04396282136440277
"[0.40846893191337585, -0.04380309581756592, 0.00633543124422431, -0.048835545778274536, 0.05430315434932709, -0.04734024032950401, 0.1765751838684082]",0.038022782653570175
"[0.37302032113075256, -0.04147794842720032, 0.028796253725886345, -0.028027130290865898, 0.028796276077628136, -0.05408422276377678, 0.26300475001335144]",0.028664782643318176
"[0.4108141362667084, 0.0141143798828125, 0.02528507076203823, -0.017251526936888695, 0.02528507448732853, -0.06078651174902916, 0.02675214782357216]",0.03386984020471573
"[0.4398823082447052, 0.030828744173049927, 0.029775433242321014, 0.017827074974775314, 0.029775429517030716, -0.06175558641552925, -0.060976773500442505]",0.02498449571430683
"[0.3601689338684082, 0.031819649040699005, 0.014829221181571484, 0.015227935276925564, 0.04398671165108681, -0.07411196827888489, -0.0222065020352602]",0.02740374021232128
"[0.2625434696674347, -0.015727132558822632, 0.028513189405202866, 0.06802774220705032, 0.032703861594200134, -0.07002117484807968, 0.2638285458087921]",0.02048245444893837
"[0.3828895092010498, -0.032832711935043335, 0.015237699262797832, -0.035214949399232864, 0.03445691242814064, -0.06080901622772217, 0.17115820944309235]",0.03281964734196663
"[0.34432631731033325, -0.05821552872657776, 0.03157319501042366, 0.010061007924377918, 0.03157319873571396, -0.0672997385263443, 0.27937835454940796]",0.030614513903856277
"[0.2606004476547241, -0.026217177510261536, 0.09229283779859543, 0.02230945974588394, -0.002235118066892028, -0.0920979455113411, 0.26218122243881226]",0.034511879086494446
"[0.38768312335014343, -0.060927510261535645, 0.009962474927306175, -0.018502019345760345, 0.009962478652596474, -0.01801854372024536, 0.2931416630744934]",0.02333519607782364
"[0.28531506657600403, 0.00504949688911438, 0.0018888505874201655, 0.03766344115138054, 0.04772894084453583, -0.06209682673215866, 0.19711315631866455]",0.025649363175034523
"[0.30723175406455994, -0.04919549822807312, 0.014996455051004887, -0.005048415623605251, 0.03412957862019539, -0.04287857189774513, 0.330159455537796]",0.03421710804104805
"[0.36601144075393677, 0.03084436058998108, 0.007917065173387527, 0.0015881117433309555, 0.06622008979320526, -0.07629715651273727, 0.14936348795890808]",0.0324537567794323
"[0.33647555112838745, -0.07024028897285461, 0.016122203320264816, 0.026717476546764374, 0.038843486458063126, -0.05814378708600998, 0.31608515977859497]",0.03583092615008354
"[0.2606882154941559, -0.048017412424087524, 0.03643350675702095, 0.06769561767578125, 0.03643357381224632, -0.0797489657998085, 0.2983554005622864]",0.03293539211153984
"[0.4690466821193695, -0.04087931662797928, 0.004961193539202213, -0.0070134843699634075, 0.02417752519249916, -0.03961551561951637, 0.1558801382780075]",0.02549663558602333
"[0.3875574469566345, -0.008108139038085938, 0.006610540207475424, 0.008808215148746967, 0.029083747416734695, -0.05773589015007019, 0.18667477369308472]",0.022355465218424797
"[0.31683963537216187, -0.004463657736778259, 0.021365897729992867, 0.03157271072268486, 0.031604427844285965, -0.052977465093135834, 0.17956887185573578]",0.023824479430913925
"[0.47089776396751404, 0.03954344987869263, 0.02393704280257225, -0.0392908900976181, 0.023937072604894638, -0.04470246657729149, 0.04541657119989395]",0.048026151955127716
"[0.3002295196056366, -0.0497511625289917, 0.01858941838145256, -0.015513301827013493, 0.018589457497000694, -0.038125064224004745, 0.3438544273376465]",0.03247128427028656
"[0.42673277854919434, -0.02071705460548401, 0.037468280643224716, -0.01856761984527111, 0.03746825084090233, -0.06504335254430771, 0.15486910939216614]",0.03731580078601837
"[0.42599090933799744, 0.022959589958190918, 0.015257560648024082, -0.022090360522270203, 0.0025986928958445787, -0.00413467874750495, 0.0953708365559578]",0.02109306864440441
"[0.5241227746009827, 0.06674019992351532, 0.011394630186259747, -0.03021843545138836, 0.012101568281650543, -0.008951240219175816, -0.0437413826584816]",0.029284492135047913
"[0.3141976296901703, -0.005802899599075317, 0.006335427984595299, 0.01707649789750576, 0.03204691410064697, -0.03313364461064339, 0.26561227440834045]",0.023745164275169373
"[0.4305003881454468, -0.027505815029144287, 0.01962580531835556, -0.021051861345767975, 0.01962578110396862, -0.038764841854572296, 0.26920631527900696]",0.034836411476135254
"[0.30679869651794434, -0.002775251865386963, -0.006764470133930445, 0.05676513910293579, 0.016280237585306168, 0.034649934619665146, 0.3498093783855438]",0.018864333629608154
"[0.4332755506038666, -0.04205621778964996, 0.012844357639551163, 0.02382173202931881, 0.04767889901995659, -0.09612180292606354, 0.20637021958827972]",0.02588670328259468
"[0.24050182104110718, -0.05680754780769348, 0.0074431621469557285, 0.014133942313492298, 0.0609959177672863, -0.0870671346783638, 0.4187256693840027]",0.022337451577186584
"[0.2990172803401947, -0.026716113090515137, 0.004003692883998156, -0.007462383713573217, 0.06958167254924774, -0.07468659430742264, 0.20271892845630646]",0.03334646672010422
"[0.3633194863796234, 0.020184380933642387, 0.025209864601492882, 0.011178228072822094, 0.02520987205207348, -0.039807338267564774, 0.014533406123518944]",0.048347678035497665
"[0.2758540213108063, -0.03347906470298767, 0.022700410336256027, 0.01680099405348301, 0.02270038053393364, -0.055780913680791855, 0.33433204889297485]",0.026054508984088898
"[0.30634239315986633, -0.006841793656349182, 0.01883055828511715, 0.057667236775159836, 0.06739415973424911, -0.09066415578126907, 0.22336196899414062]",0.0264943465590477
"[0.33072295784950256, -0.016265869140625, 0.019461190328001976, -0.01865338161587715, 0.01946123316884041, -0.049025971442461014, 0.30947545170783997]",0.02698829397559166
"[0.33174383640289307, -0.0209120512008667, 0.02439599670469761, 0.06646386533975601, 0.02439599484205246, -0.060189489275217056, 0.19569933414459229]",0.024355698376893997
"[0.47667765617370605, 0.018497228622436523, 0.010938103310763836, 0.0004808878293260932, 0.006173000205308199, -0.013939963653683662, 0.1314411461353302]",0.016075298190116882
"[0.6071722507476807, -0.049098871648311615, -0.025511017069220543, -0.1832994520664215, -0.02551095560193062, 0.06677573174238205, 0.14142152667045593]",0.05850634723901749
"[0.4192235767841339, -0.02588494122028351, 0.004031087271869183, -0.029153773561120033, 0.016674917191267014, -0.014468632638454437, 0.18617551028728485]",0.022170115262269974
"[0.39953234791755676, -0.016467034816741943, 0.0020234098192304373, 0.009726534597575665, 0.002023406093940139, 0.026972394436597824, 0.22037628293037415]",0.025415193289518356
"[0.3424541652202606, 0.028494223952293396, 0.046644434332847595, 0.07525170594453812, 0.04664440080523491, -0.08831313252449036, 0.15182706713676453]",0.03609064966440201
"[0.4964074492454529, -0.007825672626495361, 0.006093769799917936, -0.029275592416524887, 0.036842070519924164, -0.04166155681014061, 0.07777231931686401]",0.028852950781583786
"[0.5009893774986267, -0.019854240119457245, 0.0063198022544384, -0.04110155627131462, 0.014549805782735348, -0.01857081428170204, 0.13741739094257355]",0.02801668271422386
"[0.4351098835468292, -0.0036128461360931396, 0.0014661280438303947, -0.012777883559465408, 0.0014661392197012901, 0.018986940383911133, 0.20954236388206482]",0.029151607304811478
"[0.3242601156234741, -0.02176499366760254, 0.013654776848852634, 0.03363998234272003, 0.013654780574142933, -0.034996986389160156, 0.3067903518676758]",0.022797618061304092
"[0.4475438892841339, -0.030029207468032837, 0.03779122233390808, 0.012660279870033264, 0.00821392610669136, -0.04868066683411598, 0.17499592900276184]",0.02092129737138748
"[0.3000078499317169, -0.027372688055038452, -0.002772292122244835, -0.01859593577682972, 0.027310924604535103, -0.021432314068078995, 0.294801265001297]",0.029870212078094482
"[0.326656699180603, -0.055406585335731506, 0.005685841664671898, 0.04373188689351082, 0.027865294367074966, -0.02985437400639057, 0.3104473650455475]",0.01951967552304268
"[0.31527066230773926, -0.0813569724559784, 0.0037401753943413496, -0.012174541130661964, 0.03652288019657135, -0.054642051458358765, 0.39346620440483093]",0.02348080277442932
"[0.40820562839508057, -0.04692541062831879, 0.003003722056746483, -0.04825887456536293, 0.03193216770887375, -0.04905125871300697, 0.3191191852092743]",0.021220821887254715
"[0.533530592918396, 0.027459867298603058, 8.106011227937415e-05, -0.14726069569587708, -0.00915146991610527, 0.039097562432289124, 0.0021086561027914286]",0.06926680356264114
"[0.256062388420105, 0.14861150085926056, 0.1414199322462082, 0.12470738589763641, 0.1414199322462082, -0.22483499348163605, 0.00852083507925272]",0.06734885275363922
"[0.3487645387649536, -0.02021804451942444, 0.028042150661349297, 0.0017846893751993775, -0.0035301761236041784, 0.0007799105369485915, 0.36367663741111755]",0.021592330187559128
"[0.6466832160949707, 0.006904777139425278, 0.007613468915224075, -0.10312967002391815, -0.01885141432285309, 0.07877250015735626, 0.04752500727772713]",0.04181026667356491
"[0.41213828325271606, 0.03861325979232788, 0.029254315420985222, -0.04808400943875313, 0.029254302382469177, -0.05628461390733719, 0.1493617296218872]",0.03714556246995926
"[0.4351394772529602, -0.033013954758644104, 0.02162512205541134, -0.0313776433467865, 0.021625133231282234, -0.050144944339990616, 0.17859546840190887]",0.03268224000930786
"[0.37986329197883606, -0.007414132356643677, 0.029243802651762962, 0.0011207913048565388, 0.029243802651762962, -0.05834639444947243, 0.15819332003593445]",0.031206369400024414
"[0.32352903485298157, -0.06762132048606873, 0.000999472220428288, -0.03696354478597641, 0.07968545705080032, -0.08654442429542542, 0.3141854703426361]",0.036363836377859116
"[0.38149160146713257, -0.06468378007411957, 0.027705498039722443, 0.014389069750905037, 0.02770555578172207, -0.06136751547455788, 0.2917366623878479]",0.027358781546354294
"[0.25940006971359253, -0.017029479146003723, 0.010669062845408916, 0.01860623247921467, 0.05273757874965668, -0.08769968897104263, 0.22821356356143951]",0.02432284876704216
"[0.27771538496017456, -0.012288644909858704, 0.02173963561654091, 0.06804456561803818, 0.07049768418073654, -0.09635809063911438, 0.22542542219161987]",0.027826502919197083
"[0.1098652109503746, -0.039650678634643555, 0.11543399840593338, 0.07544974237680435, 0.11543397605419159, -0.20766451954841614, 0.3671623170375824]",0.05155222490429878
"[0.41785451769828796, 0.10626639425754547, 0.04487770423293114, -0.04262446612119675, 0.04487769678235054, -0.11569929122924805, -0.1222277507185936]",0.04761965572834015
"[0.4586041569709778, -0.02371593564748764, 0.01298206765204668, 0.01095565129071474, 0.028524290770292282, -0.05080268159508705, 0.15294720232486725]",0.024147365242242813
"[0.3283189833164215, -0.06457188725471497, 0.00888947956264019, -0.01068159844726324, 0.008889464661478996, 0.012493877671658993, 0.2760525941848755]",0.03389300778508186
"[0.39332565665245056, -0.04344724118709564, 0.01746915839612484, 0.04856058955192566, 0.012380164116621017, -0.037193480879068375, 0.28969284892082214]",0.012277396395802498
"[0.2007388174533844, -0.07330456376075745, 0.07726443558931351, 0.002337357494980097, 0.07726460695266724, -0.1384439766407013, 0.3912239074707031]",0.057864926755428314
"[0.31782159209251404, 0.011257924139499664, 0.0653512254357338, 0.04359935596585274, 0.06535124778747559, -0.1426025778055191, 0.11122705787420273]",0.032999634742736816
"[0.3326428234577179, 0.04699891805648804, 0.0471753254532814, 0.028170445933938026, 0.04717529937624931, -0.08418352901935577, 0.20202746987342834]",0.03454484045505524
"[0.3794424533843994, 0.02528213895857334, 0.035265542566776276, -0.006132431328296661, 0.035265516489744186, -0.07106459140777588, 0.017509950324892998]",0.0449562631547451
"[0.3140970468521118, -0.005536466836929321, 0.03873918578028679, 0.012685119174420834, 0.03873917832970619, -0.0812424048781395, 0.14106421172618866]",0.031850241124629974
"[0.2055264115333557, -0.022977828979492188, 0.010039440356194973, -0.005367841571569443, 0.11211246997117996, -0.15628083050251007, 0.3303925395011902]",0.043879639357328415
"[0.29635387659072876, -0.06761789321899414, 0.04976038262248039, 0.002601481508463621, 0.049760397523641586, -0.10828474909067154, 0.28262490034103394]",0.03806166350841522
"[0.4338328540325165, -0.024090081453323364, 0.0013067163527011871, 0.005177128594368696, 0.046126190572977066, -0.06888202577829361, 0.17255228757858276]",0.019726218655705452
"[0.28892943263053894, -0.005982950329780579, 0.018896786496043205, 0.07432594150304794, 0.025412745773792267, -0.06793305277824402, 0.17241264879703522]",0.016464615240693092
"[0.3614565432071686, -0.016486093401908875, 0.016862357035279274, 0.011414868757128716, 0.041107334196567535, -0.05324598774313927, 0.21904335916042328]",0.029989119619131088
"[0.36186909675598145, 0.0030018091201782227, 0.01694251410663128, -0.0009937409777194262, 0.01694251410663128, -0.015671301633119583, 0.21480032801628113]",0.03359239920973778
"[0.3476424813270569, -0.030636519193649292, 0.039926402270793915, -0.007347877137362957, 0.03992641344666481, -0.07400962710380554, 0.27883586287498474]",0.03687843307852745
"[0.24050216376781464, 0.05458232760429382, 0.06895145773887634, 0.015868622809648514, 0.06895147264003754, -0.13631467521190643, 0.24540753662586212]",0.04420509934425354
"[0.2673428952693939, -0.03487086296081543, 0.0243761595338583, -0.002779315924271941, 0.024376198649406433, -0.05099409818649292, 0.3236371874809265]",0.03453168272972107
"[0.48444700241088867, -0.02433839440345764, 0.03862132132053375, -0.0897659957408905, 0.03862129524350166, -0.08554165810346603, 0.1034451425075531]",0.05939014256000519
"[0.31777098774909973, 0.053171008825302124, 0.01827055588364601, -0.005800603423267603, 0.018270548433065414, -0.020847532898187637, 0.2574482560157776]",0.04019075632095337
"[0.35865867137908936, -0.02554987370967865, 0.019301751628518105, -0.011996774934232235, 0.01930171810090542, -0.04809669032692909, 0.25236618518829346]",0.029067669063806534
"[0.37543195486068726, -0.07051795721054077, 0.025109412148594856, -0.07274781912565231, 0.02510939911007881, -0.04126081243157387, 0.32708582282066345]",0.04797665774822235
"[0.4931175410747528, -0.04697678983211517, -0.0016497572651132941, -0.15618754923343658, 0.018053550273180008, -0.021701505407691002, 0.1609451323747635]",0.0395999550819397
"[0.25213688611984253, 0.007879316806793213, 0.025418933480978012, -0.005300194025039673, 0.02541898936033249, -0.05289335921406746, 0.3735034763813019]",0.03398508578538895
"[0.3829391300678253, -0.023060709238052368, 0.02579076960682869, 0.025254590436816216, 0.02579074166715145, -0.06001312658190727, 0.19949986040592194]",0.032599903643131256
"[0.39320066571235657, -0.05416324734687805, 0.0022718654945492744, -0.0016639473615214229, 0.02898983843624592, -0.025453193113207817, 0.25970858335494995]",0.028364963829517365
"[0.3556068241596222, 0.029613129794597626, 0.026476368308067322, -0.023913659155368805, 0.026476366445422173, -0.023434340953826904, 0.11206453293561935]",0.04971107840538025
"[0.3524787425994873, -0.015794575214385986, 0.03764542564749718, -0.04451535642147064, 0.03764539957046509, -0.07751896977424622, 0.19776657223701477]",0.046572066843509674
"[0.3732784688472748, -0.009157761931419373, 0.040461987257003784, 0.009837925434112549, 0.04046197980642319, -0.07738582789897919, 0.22867435216903687]",0.03029453009366989
"[0.3103785812854767, -0.011839225888252258, 0.02259555645287037, -0.01658453792333603, 0.022595500573515892, -0.048149075359106064, 0.2411230206489563]",0.03691386058926582
"[0.34519773721694946, 0.08010151237249374, 0.0015599317848682404, -0.032642535865306854, 0.07508968561887741, -0.07767205685377121, -0.007345630321651697]",0.04397938400506973
"[0.472993403673172, -0.05124673992395401, 0.03591826558113098, -0.10721156746149063, 0.03591823950409889, -0.07247773557901382, 0.13597740232944489]",0.07858981937170029
"[0.4724847376346588, -0.06242244690656662, -0.037368495017290115, -0.07146591693162918, -0.037368398159742355, 0.09418349713087082, 0.22655442357063293]",0.04154025763273239
"[0.2240850031375885, 0.050847530364990234, 0.025291064754128456, 0.005037934053689241, 0.025291023775935173, -0.029658475890755653, 0.3093477189540863]",0.04330647736787796
"[0.2598434090614319, 0.1250406801700592, 0.05159932002425194, 0.024914713576436043, 0.05159929394721985, -0.09303044527769089, -0.0003070354287046939]",0.0580340139567852
"[0.4877193570137024, -0.025080382823944092, 0.06423693150281906, -0.011877588927745819, 0.06423695385456085, -0.11726382374763489, 0.0963108092546463]",0.0441717654466629
"[0.330305278301239, 0.014383792877197266, 0.11727891862392426, 0.07940422743558884, 0.11727891117334366, -0.20812858641147614, -0.0016126643167808652]",0.06888626515865326
"[0.44829103350639343, -0.045054420828819275, 0.018661772832274437, -0.10608496516942978, 0.01866186037659645, -0.04023294523358345, 0.17548146843910217]",0.05891957879066467
"[0.5243367552757263, -0.020900733768939972, 0.018318573012948036, -0.02419324219226837, 0.018318573012948036, -0.047754935920238495, 0.09805694222450256]",0.04338180646300316
