Coefficients,Intercept
"[0.3485269844532013, -0.006237402558326721, 0.007682400289922953, -0.052517883479595184, 0.025711778551340103, -0.04347904771566391, 0.24569672346115112]",0.026367580518126488
"[0.4651358723640442, -0.03712490200996399, 0.027382122352719307, -0.028617918491363525, 0.027382133528590202, -0.05539856106042862, 0.18265511095523834]",0.03488217666745186
"[0.3530712127685547, 0.059581536799669266, 0.03410759195685387, -0.06256655603647232, 0.03410758450627327, -0.06048743799328804, -0.003130129771307111]",0.04033226519823074
"[0.31194183230400085, -0.05235940217971802, 0.026561159640550613, 0.038674816489219666, 0.026561178267002106, -0.057053517550230026, 0.3355094790458679]",0.023135274648666382
"[0.33639606833457947, -0.019365966320037842, 0.02265993505716324, 0.07173369824886322, 0.02265988662838936, -0.04782334715127945, 0.2814692556858063]",0.020766902714967728
"[0.2454625815153122, 0.09166434407234192, 0.09400571137666702, 0.09188835322856903, 0.0940057635307312, -0.18207643926143646, 0.08870266377925873]",0.052927449345588684
"[0.26675379276275635, -0.020200788974761963, 0.017040545120835304, 0.022413775324821472, 0.017040522769093513, -0.032958872616291046, 0.34284064173698425]",0.024191897362470627
"[0.22639164328575134, -0.09255269169807434, 0.05642031505703926, -0.03485041484236717, 0.056420501321554184, -0.1063753068447113, 0.4228130578994751]",0.05896661430597305
"[0.22698166966438293, -0.06737905740737915, 0.013018363155424595, 0.012835496105253696, 0.013018419034779072, -0.03397807478904724, 0.49798327684402466]",0.01776420697569847
"[0.21714001893997192, -0.07906970381736755, 0.006529110949486494, -0.003377722343429923, 0.050444651395082474, -0.07351099699735641, 0.5015542507171631]",0.02925310656428337
"[0.32294753193855286, -0.03762334585189819, 0.015469116158783436, 0.030614294111728668, 0.03467870503664017, -0.062421463429927826, 0.26589611172676086]",0.02391328290104866
"[0.3676156997680664, -0.04901164770126343, 0.012582170777022839, -0.014302607625722885, 0.06609110534191132, -0.12221857905387878, 0.26167893409729004]",0.025134997442364693
"[0.3079701066017151, -0.040060728788375854, 0.008387123234570026, 0.012168227694928646, 0.022115040570497513, -0.04239357262849808, 0.35100433230400085]",0.020042605698108673
"[0.17301009595394135, -0.04393632709980011, 0.031661827117204666, 0.0316353477537632, 0.03166184201836586, -0.05900409445166588, 0.24553148448467255]",0.036839984357357025
"[0.35167229175567627, -0.026227295398712158, 0.028549935668706894, 0.03459013253450394, 0.028549926355481148, -0.08329857140779495, 0.18679988384246826]",0.025229668244719505
"[0.3476589620113373, 0.015425041317939758, 0.024286136031150818, 0.015142323449254036, 0.06261315196752548, -0.09773891419172287, 0.13414379954338074]",0.03323129937052727
"[0.2745087146759033, -0.03407105803489685, 0.01840146817266941, -0.0346701554954052, 0.01840156503021717, -0.032248418778181076, 0.3895207643508911]",0.03334642946720123
"[0.22297242283821106, -0.01269674301147461, 0.035395678132772446, -0.004938408732414246, 0.035395730286836624, -0.06397058814764023, 0.30485308170318604]",0.040249068289995193
"[0.43631303310394287, -0.025263682007789612, 0.019240805879235268, -0.03346337750554085, 0.019240807741880417, -0.03703998774290085, 0.16737201809883118]",0.03489233925938606
"[0.43432074785232544, 0.012572318315505981, 0.020309211686253548, -0.03894102945923805, 0.011328339576721191, -0.03951333090662956, 0.14382557570934296]",0.01900409162044525
"[0.5272436141967773, -0.015203655697405338, -0.00901471171528101, -0.11384017765522003, 0.015464641153812408, 0.0009892034577205777, 0.06711592525243759]",0.04393709823489189
"[0.4998084008693695, -0.01744801551103592, -0.012822986580431461, -0.09857423603534698, -0.012823023833334446, 0.05465235933661461, 0.1782645732164383]",0.04543810337781906
"[0.39519912004470825, 0.045048825442790985, 0.014506912790238857, -0.0027541453018784523, 0.02068517543375492, -0.018796909600496292, -0.02718471549451351]",0.027299800887703896
"[0.3243338465690613, -0.03256240487098694, 0.020994963124394417, -0.030263051390647888, 0.020994987338781357, -0.04666688293218613, 0.33129727840423584]",0.025741953402757645
"[0.5062103271484375, -0.009819768369197845, 0.0161617249250412, -0.018727239221334457, -0.0017043675761669874, 0.0027310955338180065, 0.10972744226455688]",0.017192207276821136
"[0.38565173745155334, 0.03330673277378082, 0.038225576281547546, -0.019865691661834717, 0.03822559118270874, -0.06875784695148468, 0.1177622377872467]",0.03962097316980362
"[0.5207306146621704, 0.059915561228990555, 0.022274263203144073, -0.015557689592242241, 0.06262245774269104, -0.0727059543132782, -0.008243353106081486]",0.033151086419820786
"[0.32010897994041443, 0.05667569488286972, 0.04561685398221016, 0.024962905794382095, 0.045616839081048965, -0.11349721997976303, -0.01296461932361126]",0.035193365067243576
"[0.32307013869285583, -0.010015204548835754, 0.022903328761458397, 0.04502298682928085, 0.05046368017792702, -0.06432651728391647, 0.21804876625537872]",0.027655508369207382
"[0.24672511219978333, -0.024568676948547363, 0.1328134685754776, 0.013461899943649769, -0.012704246677458286, -0.13281388580799103, 0.3547912836074829]",0.038390468806028366
"[0.3534984588623047, -0.025450602173805237, 0.026573901996016502, 0.01863991655409336, 0.02657393552362919, -0.060330409556627274, 0.2348344326019287]",0.02660377323627472
"[0.23917189240455627, -0.02377605438232422, 0.09682857245206833, 0.050866324454545975, 0.09682854264974594, -0.16522599756717682, 0.23378300666809082]",0.0673605352640152
"[0.2356264740228653, -0.03599753975868225, 0.01915885880589485, -0.02639114111661911, 0.019158951938152313, -0.03408905863761902, 0.41349515318870544]",0.03408652916550636
"[0.28962406516075134, -0.05447101593017578, 0.007448733318597078, -0.014742598868906498, 0.007448785472661257, 0.003095218213275075, 0.39903295040130615]",0.03296034783124924
"[0.45908963680267334, 0.03268156945705414, 0.029542233794927597, -0.025818349793553352, 0.029542241245508194, -0.05782632902264595, 0.11347802728414536]",0.03494257852435112
"[0.31782785058021545, 0.04933072626590729, 0.027736742049455643, 0.00013760912406723946, 0.027736740186810493, -0.05079205334186554, 0.24533124268054962]",0.04252123832702637
"[0.5512031316757202, -0.030483543872833252, -0.003472646465525031, -0.10576017946004868, -0.0107932323589921, 0.03791694715619087, 0.11710378527641296]",0.02468254044651985
"[0.22908103466033936, 0.03458118438720703, 0.037089020013809204, -0.020457183942198753, 0.03708898648619652, -0.06701408326625824, 0.22684548795223236]",0.04752596467733383
"[0.4346451759338379, -0.05631588399410248, 0.04223993793129921, -0.0180301982909441, 0.042239971458911896, -0.09047944098711014, 0.2539527416229248]",0.0435275137424469
"[0.3671298027038574, -0.06942364573478699, 0.043216049671173096, 0.02110445126891136, 0.043216004967689514, -0.10177706927061081, 0.29387056827545166]",0.025166485458612442
"[0.39940905570983887, 0.036976076662540436, 0.0032639128621667624, -0.027420038357377052, 0.029765594750642776, -0.0016157326754182577, -0.0035400460474193096]",0.03754407912492752
"[0.23634254932403564, -0.016631782054901123, 0.030374642461538315, 0.0016878608148545027, 0.030374612659215927, -0.058442648500204086, 0.23290300369262695]",0.038813699036836624
"[0.5027786493301392, 0.006827663630247116, 0.03420913219451904, -0.08901767432689667, 0.034209102392196655, -0.06806181371212006, 0.0423639677464962]",0.059632331132888794
"[0.3932569921016693, -0.0371553897857666, 0.004860229790210724, -0.03894469887018204, 0.032587453722953796, -0.03822052478790283, 0.180985227227211]",0.029566513374447823
"[0.435818612575531, -0.038399502635002136, 0.014599337242543697, -0.01816045492887497, 0.01459935400635004, -0.025749901309609413, 0.16953444480895996]",0.04070528596639633
"[0.1574762612581253, -0.04205527901649475, 0.05532734841108322, 0.025899946689605713, 0.05532730370759964, -0.14347298443317413, 0.40859490633010864]",0.03714635595679283
"[0.5122031569480896, 0.01057606190443039, -0.0025227710139006376, -0.054842978715896606, 0.014736148528754711, 0.0023350713308900595, 0.0651002898812294]",0.045241501182317734
"[0.3308646082878113, -0.01986721158027649, -0.008721406571567059, -0.025151226669549942, -0.008721287362277508, 0.04132161661982536, 0.378961980342865]",0.03113129734992981
"[0.3306048810482025, 0.06034974753856659, 0.05779777839779854, -0.012585426680743694, 0.057797759771347046, -0.11952035874128342, -0.0036764401011168957]",0.06292320042848587
"[0.3777845501899719, -0.0670384019613266, 0.0427791103720665, -0.029911234974861145, 0.04277902841567993, -0.12305653840303421, 0.2467738837003708]",0.05098896846175194
"[0.40486088395118713, -0.011136174201965332, 0.00687136547639966, -0.036445252597332, 0.006871363613754511, -0.00010120716615347192, 0.17858947813510895]",0.034653037786483765
"[0.30161717534065247, -0.034955739974975586, 0.05528921261429787, -0.018461618572473526, 0.027842260897159576, -0.08564349263906479, 0.279080867767334]",0.03655625879764557
"[0.39183294773101807, -0.015084460377693176, 0.015525484457612038, -0.06533613801002502, 0.015525496564805508, -0.01917343959212303, 0.18631817400455475]",0.03772245720028877
"[0.3981517553329468, -0.02059902995824814, 0.038335565477609634, -0.014280661940574646, 0.038335561752319336, -0.07909107208251953, 0.14322997629642487]",0.03814753144979477
"[0.520506739616394, 0.018302932381629944, -0.006981172598898411, -0.09143691509962082, 0.030179668217897415, -0.03626770153641701, 0.07446075975894928]",0.04093630984425545
"[0.33961841464042664, -0.021411940455436707, 0.017798956483602524, 0.028342939913272858, 0.04775504022836685, -0.06367509812116623, 0.22177529335021973]",0.030699744820594788
"[0.3310144245624542, -0.03827831149101257, 0.007275721523910761, -0.0008634336991235614, 0.01456636842340231, -0.012505409307777882, 0.36075320839881897]",0.028169788420200348
"[0.3065842092037201, -0.024890273809432983, 0.01932063139975071, 0.052726197987794876, 0.019320622086524963, -0.04163837805390358, 0.33467283844947815]",0.017573900520801544
"[0.3193287253379822, 0.026030510663986206, 0.021819567307829857, 0.003641268005594611, 0.021819554269313812, -0.027918295934796333, 0.21243929862976074]",0.03523661568760872
"[0.2911921739578247, 0.05465176701545715, 0.07575037330389023, 0.058583494275808334, 0.07575033605098724, -0.13297031819820404, 0.20005261898040771]",0.05385565757751465
"[0.29906782507896423, -0.0439944863319397, 0.013582165353000164, -0.04739705100655556, 0.013582197017967701, -0.032565902918577194, 0.35280731320381165]",0.02471766620874405
"[0.303866446018219, -0.07292026281356812, 0.003367941128090024, -0.020144857466220856, 0.04478682205080986, -0.045795731246471405, 0.43845051527023315]",0.029032427817583084
"[0.5018612146377563, -0.039288535714149475, -0.02870952896773815, -0.08565642684698105, -0.02870950661599636, 0.07497277855873108, 0.18873903155326843]",0.03789008781313896
"[0.2161821871995926, -0.024824529886245728, 0.03362240642309189, 0.015152107924222946, 0.033622369170188904, -0.06589964777231216, 0.3112505376338959]",0.043717678636312485
"[0.4409770965576172, -0.010189272463321686, 0.041737910360097885, 0.0037997548934072256, 0.04173792898654938, -0.08719836175441742, 0.11119846254587173]",0.04579365625977516
"[0.35020631551742554, -0.07127000391483307, 0.0024055447429418564, -0.06705040484666824, 0.015258798375725746, -0.0030732136219739914, 0.333619624376297]",0.029326889663934708
"[0.5082303285598755, 0.04685394838452339, -0.05130977928638458, -0.10657423734664917, -0.05130982771515846, 0.13704320788383484, -0.05963688716292381]",0.05242756009101868
"[0.33719566464424133, -0.013904184103012085, 0.017098046839237213, 0.024828163906931877, 0.04950167238712311, -0.06228421628475189, 0.21605269610881805]",0.030822284519672394
"[0.5359618067741394, -0.06867080926895142, -0.009237983264029026, -0.18998229503631592, -0.009237971156835556, 0.001910126069560647, 0.14253424108028412]",0.09945381432771683
"[0.29129886627197266, -0.0672873854637146, 0.009297946467995644, 0.0024061687290668488, 0.009297901764512062, -0.014461906626820564, 0.3961871266365051]",0.023328829556703568
"[0.30693259835243225, -0.04320991039276123, 0.023847347125411034, -0.02995476685464382, 0.023847343400120735, -0.05041717737913132, 0.3151189684867859]",0.0504261814057827
"[0.201861172914505, -0.05110052227973938, 0.028987223282456398, 0.004381484817713499, 0.028987262398004532, -0.06719847023487091, 0.3822188675403595]",0.031457532197237015
"[0.40561816096305847, 0.04443499445915222, -0.01731974072754383, -0.07218186557292938, -0.017319755628705025, 0.061830900609493256, 0.18407361209392548]",0.03423864394426346
"[0.27599433064460754, -0.016584575176239014, 0.00482499273493886, 0.040129709988832474, 0.09109269082546234, -0.1105697751045227, 0.3044973909854889]",0.025663450360298157
"[0.48476603627204895, -0.01228923350572586, 0.01917276158928871, -0.03843139857053757, 0.019172780215740204, -0.044458743184804916, 0.09963247925043106]",0.033745378255844116
"[0.41281500458717346, 0.044691815972328186, 0.022748813033103943, -0.01715627871453762, 0.022748813033103943, -0.04716033488512039, 0.12068828195333481]",0.03389414772391319
"[0.3876405656337738, -0.01079493761062622, 0.024432815611362457, -0.02043093554675579, 0.024432839825749397, -0.054067473858594894, 0.21142104268074036]",0.03644717484712601
"[0.35677632689476013, 0.05338152498006821, 0.034300900995731354, -0.012960096821188927, 0.034300897270441055, -0.06166360154747963, 0.10030525177717209]",0.03539705649018288
"[0.3516618013381958, -0.044863417744636536, 0.01452114712446928, 0.028136586770415306, 0.06295806914567947, -0.08987007290124893, 0.2811122536659241]",0.02477147802710533
"[0.3650837242603302, -0.019375652074813843, 0.04648035392165184, 0.0663539245724678, 0.04648033529520035, -0.09040606766939163, 0.2325177937746048]",0.032078687101602554
"[0.5754077434539795, 0.007043027319014072, 0.015297703444957733, -0.04388333112001419, 0.015297691337764263, -0.024763107299804688, 0.008097116835415363]",0.0406821072101593
"[0.43974071741104126, -0.02676483988761902, 0.008106372319161892, -0.0770825520157814, 0.025409068912267685, -0.038439732044935226, 0.15785588324069977]",0.039321161806583405
"[0.36383798718452454, 0.0038234442472457886, 0.0522327795624733, -0.024856900796294212, 0.05223280191421509, -0.12039446085691452, 0.18587350845336914]",0.05413898080587387
"[0.3704643249511719, -0.004915714263916016, 0.022605974227190018, -0.028507789596915245, 0.02260594628751278, -0.046299733221530914, 0.19552555680274963]",0.03346581757068634
"[0.32307013869285583, -0.010015204548835754, 0.022903328761458397, 0.04502298682928085, 0.05046368017792702, -0.06432651728391647, 0.21804876625537872]",0.027655508369207382
"[0.31557050347328186, 0.012984931468963623, 0.018032759428024292, 0.01780540682375431, 0.018032774329185486, -0.032202109694480896, 0.2790828347206116]",0.028514839708805084
"[0.290634423494339, -0.011729538440704346, 0.044290803372859955, -0.017303619533777237, 0.044290803372859955, -0.07754746079444885, 0.25054389238357544]",0.04334733635187149
"[0.34093111753463745, -0.0464051216840744, 0.041392114013433456, 0.012218143790960312, 0.04139208421111107, -0.08602619916200638, 0.32138678431510925]",0.0416790172457695
"[0.3210057318210602, -0.014158397912979126, 0.01181638240814209, 0.023849232122302055, 0.011816374957561493, -0.011005548760294914, 0.2070731371641159]",0.02997354045510292
"[0.35597532987594604, -0.0192134827375412, 0.0496787428855896, -0.011104358360171318, 0.04967871680855751, -0.0915142297744751, 0.1544419229030609]",0.04267144948244095
"[0.3050061762332916, -0.043448030948638916, 0.02382831647992134, 0.047641925513744354, 0.023828310891985893, -0.05823646858334541, 0.3231886029243469]",0.02224653959274292
"[0.34765708446502686, -0.03426136076450348, 0.002637017285451293, 0.05770270898938179, 0.05985506996512413, -0.06977071613073349, 0.20563210546970367]",0.026909254491329193
"[0.3557695746421814, -0.006929114460945129, 0.027632804587483406, -0.000583314336836338, 0.027632789686322212, -0.05179709196090698, 0.2159142643213272]",0.03325847163796425
"[0.4400388300418854, -0.04452556371688843, 0.03769153356552124, -0.0222419872879982, -0.002051053335890174, -0.04600284621119499, 0.14328040182590485]",0.041150886565446854
"[0.6424605250358582, -0.02420494519174099, 0.007150610443204641, -0.035985659807920456, 0.00205742078833282, -0.02275371178984642, 0.06660443544387817]",0.03315193951129913
"[0.38694876432418823, -0.040025755763053894, 0.00895002018660307, -0.05667850002646446, 0.012383091263473034, -0.025377346202731133, 0.2931806445121765]",0.02804126963019371
"[0.47531214356422424, -0.01662786304950714, 0.002385210245847702, -0.004524524323642254, 0.023801764473319054, -0.03886013478040695, 0.18568746745586395]",0.01962241902947426
"[0.3660086691379547, 0.010787636041641235, 0.01961001753807068, 0.01153809018433094, 0.05448994040489197, -0.06692862510681152, 0.19619791209697723]",0.03140741214156151
"[0.2981623113155365, -0.060703083872795105, 0.011794197373092175, -0.0056544700637459755, 0.05854026973247528, -0.0684417337179184, 0.31906750798225403]",0.029815666377544403
"[0.29660409688949585, -0.03535237908363342, 0.0030694836750626564, 0.07456063479185104, 0.03502728417515755, -0.019797325134277344, 0.24977919459342957]",0.02200605720281601
"[0.3088001012802124, -0.012684345245361328, 0.07680286467075348, 0.07979422807693481, 0.07680284976959229, -0.13965211808681488, 0.14589864015579224]",0.03571059927344322
"[0.5279139876365662, -0.010561473667621613, 0.014887064695358276, -0.06005190312862396, -0.0032622371800243855, 3.4463511838112026e-05, 0.11145841330289841]",0.020979085937142372
"[0.5007487535476685, 0.006897136569023132, 0.00444877939298749, -0.030824115499854088, 0.03364904597401619, -0.018538206815719604, 0.04743790253996849]",0.02851129323244095
"[0.5151036381721497, -0.03389603644609451, -0.0350503996014595, -0.1606171727180481, -0.03505043312907219, 0.08831120282411575, 0.1894473135471344]",0.058968983590602875
"[0.3169376254081726, -0.054390519857406616, 0.0034195894841104746, -0.011653582565486431, 0.019074812531471252, -0.01965375244617462, 0.36666274070739746]",0.021089062094688416
"[0.3720938265323639, -0.018178090453147888, 0.002503820462152362, -0.00026795966550707817, 0.026447007432579994, -0.015936141833662987, 0.2230665534734726]",0.024133585393428802
"[0.44357818365097046, 0.062145717442035675, 0.020811747759580612, -0.010388449765741825, 0.020811745896935463, -0.009885897859930992, 0.0709395632147789]",0.044665269553661346
"[0.48071718215942383, -0.04129892587661743, 0.00549983000382781, -0.06204506382346153, 0.03582077473402023, -0.04271283373236656, 0.18943248689174652]",0.03950786963105202
"[0.27852827310562134, -0.04604795575141907, 0.030757155269384384, -0.012188678607344627, 0.030757147818803787, -0.071336530148983, 0.2815999388694763]",0.03907158970832825
"[0.3999841511249542, -0.04315471649169922, 0.0033692384604364634, -0.01581203006207943, 0.0639064684510231, -0.06812549382448196, 0.2766989767551422]",0.029471803456544876
"[0.38765662908554077, -0.0011008977890014648, 0.006973344832658768, -0.03306220844388008, 0.03951435908675194, -0.047029029577970505, 0.2346312254667282]",0.027494437992572784
"[0.2813767194747925, -0.03853701055049896, 0.061230022460222244, 0.042445309460163116, 0.03620586916804314, -0.09142110496759415, 0.24348098039627075]",0.031014613807201385
"[0.3798538148403168, -0.09776957333087921, 0.00849062204360962, -0.03057338297367096, 0.026114942505955696, -0.04514973983168602, 0.3350692689418793]",0.026497751474380493
"[0.3014553487300873, 0.039370909333229065, 0.08914776146411896, -0.004076004959642887, 0.08914775401353836, -0.15175871551036835, 0.14259330928325653]",0.04941195622086525
"[0.23388105630874634, -0.021760940551757812, 0.015330669470131397, 0.053378693759441376, 0.026964247226715088, -0.044158391654491425, 0.36854448914527893]",0.019358955323696136
"[0.34345558285713196, -0.062115103006362915, 0.016443578526377678, -0.015412209555506706, 0.016443582251667976, -0.04184406250715256, 0.36777380108833313]",0.03127123787999153
"[0.358306348323822, -0.010031238198280334, 0.012177614495158195, 0.04084617644548416, 0.012177618220448494, -0.025117438286542892, 0.2504900097846985]",0.021244168281555176
"[0.31769266724586487, -0.03637343645095825, 0.005756137892603874, 0.002786864759400487, 0.05477409437298775, -0.09871689230203629, 0.3010401725769043]",0.02516891062259674
"[0.3126422166824341, -0.05520954728126526, 0.03677438572049141, 0.0160907581448555, 0.036774396896362305, -0.07474291324615479, 0.3538830876350403]",0.031148970127105713
"[0.26537948846817017, -0.07178515195846558, 0.007608755491673946, -0.016567518934607506, 0.020801596343517303, -0.027817534282803535, 0.42133834958076477]",0.023590706288814545
"[0.4102449417114258, -0.030435845255851746, 0.012272598221898079, 0.005405002739280462, 0.04607398062944412, -0.061048656702041626, 0.17215940356254578]",0.031809184700250626
"[0.2620869576931, -0.050438255071640015, 0.020077701658010483, -0.006581034976989031, 0.01496230810880661, -0.03364203870296478, 0.44790327548980713]",0.023042071610689163
"[0.40424931049346924, -0.003700040280818939, 0.051949020475149155, -0.015268255025148392, 0.05194907635450363, -0.1067192479968071, 0.07569176703691483]",0.060205377638339996
"[0.3513827919960022, -0.041368648409843445, 0.008676677942276001, 0.027193663641810417, 0.008676659315824509, -0.021005697548389435, 0.2774907648563385]",0.02287963405251503
"[0.32307013869285583, -0.010015204548835754, 0.022903328761458397, 0.04502298682928085, 0.05046368017792702, -0.06432651728391647, 0.21804876625537872]",0.027655508369207382
"[0.19570110738277435, 0.07796254754066467, 0.06221761927008629, 0.005485071800649166, 0.0622175894677639, -0.1166234165430069, 0.2484872043132782]",0.06636461615562439
"[0.40896618366241455, -0.01738840341567993, 0.018533878028392792, -0.04667992144823074, 0.018533838912844658, -0.036990582942962646, 0.20590580999851227]",0.04990213364362717
"[0.33924663066864014, -0.07114818692207336, -0.00047152204206213355, 0.011052356101572514, 0.036925386637449265, -0.04082571715116501, 0.3726230561733246]",0.029383167624473572
"[0.3962400555610657, 0.013857841491699219, 0.015457089059054852, -0.039873093366622925, 0.01545710302889347, -0.03540158271789551, 0.16713020205497742]",0.03593326359987259
"[0.3627024292945862, 0.030644915997982025, 0.05313567817211151, 0.0016696946695446968, 0.05313568189740181, -0.09878335893154144, 0.06713737547397614]",0.05892862379550934
"[0.24634088575839996, -0.04128986597061157, 0.026619616895914078, 0.03135911747813225, 0.026619672775268555, -0.0536201149225235, 0.36306461691856384]",0.028636150062084198
"[0.4258634150028229, -0.024149179458618164, 0.002501463983207941, -0.02360404096543789, 0.03611375391483307, -0.05895636975765228, 0.27857115864753723]",0.030304983258247375
"[0.436929315328598, -0.02882598340511322, 0.0580490306019783, -0.033292144536972046, -0.030865386128425598, -0.040563907474279404, 0.18356451392173767]",0.03250032663345337
"[0.2023182511329651, 0.09100809693336487, 0.08009373396635056, 0.03741489350795746, 0.08009367436170578, -0.14543718099594116, 0.2143257111310959]",0.06288325041532516
"[0.3107284605503082, -0.02216075360774994, 0.038701172918081284, 0.0754336342215538, 0.03870116546750069, -0.10082224756479263, 0.30226168036460876]",0.035715676844120026
"[0.4849412441253662, -0.028402745723724365, 0.007564882282167673, -0.0007040086784400046, -0.003788267495110631, 0.010563025251030922, 0.14082156121730804]",0.02992340922355652
"[0.4074591398239136, -0.0016107261180877686, 0.003294020425528288, -0.02629793807864189, 0.04859710484743118, -0.048590630292892456, 0.1925511509180069]",0.032661374658346176
"[0.5803584456443787, -0.018062526360154152, 0.008953507989645004, -0.10387124866247177, 0.008953516371548176, -0.025688519701361656, 0.04946252331137657]",0.05554381012916565
"[0.39156314730644226, 0.005691312253475189, 0.02722899615764618, -0.0963423028588295, 0.027228958904743195, -0.05125364288687706, 0.13956288993358612]",0.06954008340835571
"[0.2577563226222992, 0.06071572005748749, 0.07697445899248123, 0.042134515941143036, 0.07697441428899765, -0.13835972547531128, 0.19063210487365723]",0.06188172847032547
"[0.40926700830459595, -0.05167551338672638, 0.01882088929414749, -0.013148795813322067, 0.01882091723382473, -0.03804847598075867, 0.2880931496620178]",0.022991925477981567
"[0.40320101380348206, -0.03677260875701904, 0.04843168705701828, -0.015027669258415699, 0.04843168333172798, -0.08915464580059052, 0.14860619604587555]",0.03786803036928177
"[0.3031237721443176, -0.009615257382392883, 0.07583089172840118, 0.08421740680932999, 0.0758308693766594, -0.15326273441314697, 0.08695660531520844]",0.04881075769662857
"[0.4861423075199127, -0.022225171327590942, 0.015772035345435143, 0.004512142855674028, 0.015772048383951187, -0.03236573189496994, 0.1599329262971878]",0.024830631911754608
"[0.4041067659854889, 0.003613807260990143, 0.015553073957562447, -0.05299142748117447, 0.015553105622529984, -0.04509440064430237, 0.1608177274465561]",0.04984413459897041
"[0.3141375184059143, -0.0037865489721298218, 0.0229182206094265, 0.05594424158334732, 0.026936788111925125, -0.023061532527208328, 0.1818024218082428]",0.025006406009197235
"[0.5485334396362305, 0.012248705141246319, 0.0028117301408201456, -0.016901766881346703, -0.006378981284797192, 0.015423048287630081, -0.01786268688738346]",0.035548195242881775
"[0.38323235511779785, -0.04372325539588928, 0.014868699014186859, -0.026031849905848503, 0.017415788024663925, -0.046532392501831055, 0.2606072425842285]",0.022008171305060387
"[0.45167696475982666, -0.012443237006664276, 0.010218835435807705, 0.039955008774995804, 0.010218841955065727, -0.006954409182071686, 0.13462556898593903]",0.02484682947397232
"[0.583336591720581, 0.04495587944984436, 0.004769424442201853, -0.02828948013484478, -0.008289983496069908, 0.014051363803446293, 0.005286196246743202]",0.017462726682424545
"[0.4564266502857208, 0.01875457912683487, 0.019508209079504013, 0.022375375032424927, -0.005606324877589941, -0.0004634350771084428, -0.02160295844078064]",0.02431466244161129
"[0.44738295674324036, 0.09179642796516418, 0.01342129334807396, 0.02148696407675743, 0.013421289622783661, 0.00038188035250641406, -0.07337230443954468]",0.02697119303047657
"[0.6173353791236877, -0.04108058661222458, -0.0414617545902729, -0.19732867181301117, -0.041461702436208725, 0.09181062877178192, 0.05822109803557396]",0.07913795113563538
"[0.42995762825012207, 0.052299514412879944, 0.003146607428789139, 0.0541965551674366, 0.01756797358393669, -0.004282363224774599, -0.013172362931072712]",0.02422560378909111
"[0.40572407841682434, 0.017100881785154343, 0.0044344342313706875, 0.006020303815603256, 0.01719517633318901, -0.004243370611220598, 0.0042677512392401695]",0.021134644746780396
"[0.5666344165802002, -0.0035189129412174225, 0.01731506921350956, -0.0724058672785759, -0.01641760766506195, 0.006927066948264837, 0.05417575314640999]",0.03440692275762558
"[0.4131944477558136, 0.0541328527033329, -0.028720155358314514, -0.005880248732864857, 0.05731646716594696, 0.0026239249855279922, -0.10563793778419495]",0.03226161003112793
"[0.48191550374031067, -0.00590091198682785, 0.0062026712112128735, -0.020222844555974007, 0.022849127650260925, -0.026940830051898956, 0.10625326633453369]",0.02905626967549324
"[0.4812886416912079, -0.011948570609092712, 0.0005825943662784994, -0.022476768121123314, 0.0005825934349559247, 0.013092903420329094, 0.09239884465932846]",0.03720664605498314
"[0.4637189507484436, -0.04305987060070038, 0.01415184885263443, -0.010888362303376198, 0.014151827432215214, -0.03000325709581375, 0.1956687718629837]",0.028304290026426315
"[0.5449130535125732, 0.004447925835847855, 0.014589150436222553, -0.08740633726119995, -0.02297894097864628, 0.012533104047179222, -0.016575822606682777]",0.032381050288677216
"[0.33198267221450806, -0.010903418064117432, 0.022317612543702126, 0.007733226753771305, 0.006062330212444067, -0.017094021663069725, 0.2031947821378708]",0.02537260204553604
"[0.45600754022598267, -0.02235143631696701, 0.012933666817843914, -0.05089643970131874, 0.012933668680489063, -0.022027648985385895, 0.15591545403003693]",0.030499015003442764
"[0.38391247391700745, 0.021313704550266266, 0.01675381138920784, 0.010847855359315872, 0.01675380952656269, -0.0016111532459035516, 0.06529887765645981]",0.030420664697885513
"[0.4856884479522705, -0.04589329659938812, -0.011835157871246338, -0.06818399578332901, -0.002701463643461466, 0.04177785664796829, 0.21228308975696564]",0.02430403232574463
"[0.37678906321525574, -0.02214217185974121, 0.029312869533896446, 0.015118575654923916, 0.029312878847122192, -0.05409639701247215, 0.2088230699300766]",0.02605513110756874
"[0.3307003676891327, -0.059383660554885864, 0.02192343957722187, -0.015973811969161034, -0.005466650240123272, -0.006776877213269472, 0.35199862718582153]",0.027355611324310303
"[0.37752172350883484, -0.056620776653289795, 0.02487700618803501, 0.03450832888484001, 0.024877022951841354, -0.060735803097486496, 0.2996843755245209]",0.02737601101398468
"[0.3987770676612854, 0.014295786619186401, 0.04510343447327614, 0.039682429283857346, 0.04510342702269554, -0.08375046402215958, 0.14320002496242523]",0.03614439070224762
"[0.4434964060783386, -0.027408063411712646, 0.020403457805514336, 0.053170278668403625, 0.020403482019901276, -0.01979958824813366, 0.2180822193622589]",0.02243475615978241
"[0.4134078323841095, 0.01197002548724413, 0.015494325198233128, -0.044271986931562424, 0.015494290739297867, -0.03382859379053116, 0.029432594776153564]",0.03701884299516678
"[0.37696757912635803, 0.010791890323162079, 0.06896302103996277, -0.035430584102869034, 0.06896300613880157, -0.1804075986146927, 0.12229783833026886]",0.04732123762369156
